id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,corrupted_loan_intent,person_home_ownership_person_age,interest_rate_tier
57991,22,50000,RENT,6.0,VENTURE,B,12000,11.71,0.24,N,4,0,corrupted_VENTURE,RENT_22,Medium Rate
57992,34,72000,RENT,-4.129485570532123,DEBTCONSOLIDATION,D,12750,15.95,0.18,N,6,1,corrupted_DEBTCONSOLIDATION,RENT_34,Medium Rate
57993,33,40000,RENT,14.0,MEDICAL,A,14000,6.62,0.36,N,9,1,corrupted_MEDICAL,RENT_33,Low Rate
57994,21,45000,RENT,5.0,EDUCATION,C,8000,12.84,0.18,N,10,0,corrupted_EDUCATION,RENT_21,Medium Rate
57995,31,50000,RENT,-3.8026062480374314,PERSONAL,A,20000,6.91,0.4,N,9,0,corrupted_PERSONAL,RENT_31,Low Rate
57996,28,82600,RENT,10.0,PERSONAL,missing,20000,10.99,0.24,N,6,0,corrupted_PERSONAL,RENT_28,Medium Rate
57997,32,130000,RENT,3.0,EDUCATION,missing,24000,7.49,0.19,N,5,0,corrupted_EDUCATION,RENT_32,Low Rate
57998,23,60000,RENT,5.0,MEDICAL,A,10000,8.49,0.17,N,2,0,corrupted_MEDICAL,RENT_23,Low Rate
57999,25,66000,RENT,16.879462861233655,MEDICAL,A,1700000,8.49,0.27,N,4,0,corrupted_MEDICAL,RENT_25,Low Rate
58000,24,38000,RENT,5.0,HOMEIMPROVEMENT,A,500000,7.14,0.13,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_24,Low Rate
58001,25,24000,RENT,2.0,PERSONAL,A,1200,7.4,0.05,N,4,1,corrupted_PERSONAL,RENT_25,Low Rate
58002,22,60000,RENT,6.0,EDUCATION,A,14000,8.0,0.23,N,4,0,corrupted_EDUCATION,RENT_22,Low Rate
58003,29,50000,RENT,12.88239307479393,PERSONAL,C,5600,14.27,0.11,N,6,0,corrupted_PERSONAL,RENT_29,Medium Rate
58004,22,47004,RENT,6.0,MEDICAL,C,7500,11.03,0.16,N,2,0,corrupted_MEDICAL,RENT_22,Medium Rate
58005,23,78996,RENT,6.0,DEBTCONSOLIDATION,D,25000,13.36,0.32,N,3,1,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
58006,27,61000,RENT,7.0,DEBTCONSOLIDATION,B,3000,10.37,0.05,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_27,Medium Rate
58007,23,55000,RENT,2.0,DEBTCONSOLIDATION,A,5000,7.29,0.09,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_23,Low Rate
58008,28,80000,RENT,12.0,EDUCATION,A,4000,5.79,0.05,N,8,0,corrupted_EDUCATION,RENT_28,Low Rate
58009,21,65000,RENT,0.0,PERSONAL,B,600000,10.99,0.09,N,4,0,corrupted_PERSONAL,RENT_21,Medium Rate
58010,22,42000,RENT,14.65308938372837,PERSONAL,E,4000,17.51,0.1,N,2,1,corrupted_PERSONAL,RENT_22,Medium Rate
58011,23,52000,RENT,7.0,DEBTCONSOLIDATION,B,1200000,12.42,0.23,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
58012,24,70000,RENT,-0.6610872822232334,HOMEIMPROVEMENT,E,17000,14.38,0.24,N,3,0,corrupted_HOMEIMPROVEMENT,RENT_24,Medium Rate
58013,26,15000,RENT,1.0,DEBTCONSOLIDATION,missing,447500,13.85,0.3,N,3,1,corrupted_DEBTCONSOLIDATION,RENT_26,Medium Rate
58014,24,28596,RENT,0.0,MEDICAL,A,1500,7.29,0.05,N,3,0,corrupted_MEDICAL,RENT_24,Low Rate
58015,23,52000,RENT,-0.4736690556196823,VENTURE,C,2500,13.79,0.05,N,4,0,corrupted_VENTURE,RENT_23,Medium Rate
58016,23,39996,RENT,13.90524938900853,VENTURE,B,10000,10.99,0.25,N,4,0,corrupted_VENTURE,RENT_23,Medium Rate
58017,22,24000,RENT,6.0,PERSONAL,A,8000,7.88,0.33,N,2,1,corrupted_PERSONAL,RENT_22,Low Rate
58018,38,48000,RENT,-0.9331496136819455,HOMEIMPROVEMENT,B,10000,11.14,0.21,N,13,0,corrupted_HOMEIMPROVEMENT,RENT_38,Medium Rate
58019,22,30000,RENT,0.0,EDUCATION,A,3000,7.29,0.1,N,3,0,corrupted_EDUCATION,RENT_22,Low Rate
58020,28,103000,RENT,5.0,VENTURE,missing,5000,8.49,0.05,N,9,0,corrupted_VENTURE,RENT_28,Low Rate
58021,23,48000,RENT,2.0,VENTURE,B,1600000,12.69,0.33,N,2,1,corrupted_VENTURE,RENT_23,Medium Rate
58022,32,40500,RENT,0.0,MEDICAL,A,6000,7.74,0.15,N,8,0,corrupted_MEDICAL,RENT_32,Low Rate
58023,39,60000,RENT,2.0,DEBTCONSOLIDATION,A,8000,7.66,0.13,N,16,0,corrupted_DEBTCONSOLIDATION,RENT_39,Low Rate
58024,31,38000,RENT,3.0,VENTURE,C,7000,13.49,0.19,N,6,0,corrupted_VENTURE,RENT_31,Medium Rate
58025,21,43008,RENT,0.0,VENTURE,A,2000000,6.62,0.45,N,3,0,corrupted_VENTURE,RENT_21,Low Rate
58026,26,58000,RENT,2.0,VENTURE,A,15000,9.63,0.26,N,2,0,corrupted_VENTURE,RENT_26,Low Rate
58027,31,96000,RENT,8.0,VENTURE,A,35000,8.9,0.36,N,8,0,corrupted_VENTURE,RENT_31,Low Rate
58028,27,55000,RENT,0.7742317491012691,DEBTCONSOLIDATION,C,10000,13.49,0.18,N,10,0,corrupted_DEBTCONSOLIDATION,RENT_27,Medium Rate
58029,31,55000,RENT,6.0,VENTURE,D,1000000,17.58,0.18,N,6,0,corrupted_VENTURE,RENT_31,Medium Rate
58030,23,60000,RENT,7.0,MEDICAL,B,15000,11.83,0.25,N,3,0,corrupted_MEDICAL,RENT_23,Medium Rate
58031,32,95000,RENT,4.0,DEBTCONSOLIDATION,C,15000,13.11,0.16,N,9,1,corrupted_DEBTCONSOLIDATION,RENT_32,Medium Rate
58032,22,71500,RENT,2.0,DEBTCONSOLIDATION,B,5000,12.18,0.07,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_22,Medium Rate
58033,21,40000,RENT,5.0,EDUCATION,C,12000,13.49,0.3,N,2,0,corrupted_EDUCATION,RENT_21,Medium Rate
58034,25,50000,RENT,9.0,VENTURE,A,500000,7.14,0.1,N,2,0,corrupted_VENTURE,RENT_25,Low Rate
58035,26,140000,RENT,8.708220688082843,VENTURE,B,6000,12.18,0.04,N,3,0,corrupted_VENTURE,RENT_26,Medium Rate
58036,24,62400,RENT,7.419942703742909,HOMEIMPROVEMENT,C,8500,14.65,0.14,N,3,1,corrupted_HOMEIMPROVEMENT,RENT_24,Medium Rate
58037,27,78200,RENT,4.0,MEDICAL,D,25000,14.84,0.32,N,8,1,corrupted_MEDICAL,RENT_27,Medium Rate
58038,24,65000,RENT,3.0,VENTURE,C,10000,13.49,0.15,N,4,0,corrupted_VENTURE,RENT_24,Medium Rate
58039,30,88000,RENT,3.0,EDUCATION,A,3000,7.68,0.03,N,8,0,corrupted_EDUCATION,RENT_30,Low Rate
58040,29,38400,RENT,7.0,MEDICAL,B,5000,11.49,0.13,N,6,0,corrupted_MEDICAL,RENT_29,Medium Rate
58041,24,36000,RENT,5.0669796521690555,PERSONAL,D,300000,14.11,0.08,N,2,0,corrupted_PERSONAL,RENT_24,Medium Rate
58042,23,55000,RENT,11.350223234876772,VENTURE,A,9000,5.99,0.16,N,3,0,corrupted_VENTURE,RENT_23,Low Rate
58043,23,65000,RENT,8.0,DEBTCONSOLIDATION,missing,600000,6.03,0.09,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,Low Rate
58044,29,30000,RENT,2.0,EDUCATION,B,15000,9.88,0.5,N,9,0,corrupted_EDUCATION,RENT_29,Low Rate
58045,25,60000,RENT,6.0,MEDICAL,B,800000,10.37,0.13,N,3,0,corrupted_MEDICAL,RENT_25,Medium Rate
58046,23,24000,RENT,5.0,DEBTCONSOLIDATION,C,400000,12.23,0.17,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
58047,29,82500,RENT,13.0,DEBTCONSOLIDATION,C,3000,12.98,0.04,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_29,Medium Rate
58048,24,109000,RENT,3.0,PERSONAL,B,15000,10.59,0.14,N,2,0,corrupted_PERSONAL,RENT_24,Medium Rate
58049,26,54000,RENT,5.0,HOMEIMPROVEMENT,A,8000,5.99,0.15,N,3,0,corrupted_HOMEIMPROVEMENT,RENT_26,Low Rate
58050,38,54000,RENT,5.0,MEDICAL,C,1200000,13.11,0.22,N,17,1,corrupted_MEDICAL,RENT_38,Medium Rate
58051,34,70000,RENT,7.0,EDUCATION,A,1100000,7.29,0.16,N,7,0,corrupted_EDUCATION,RENT_34,Low Rate
58052,27,65000,RENT,0.0,DEBTCONSOLIDATION,B,560000,9.99,0.09,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_27,Low Rate
58053,21,44000,RENT,3.6938937915648777,EDUCATION,B,2000000,11.36,0.45,N,4,1,corrupted_EDUCATION,RENT_21,Medium Rate
58054,22,65000,RENT,6.0,VENTURE,A,10000,6.99,0.15,N,2,0,corrupted_VENTURE,RENT_22,Low Rate
58055,39,31000,RENT,2.0,PERSONAL,B,3000,10.59,0.1,N,15,1,corrupted_PERSONAL,RENT_39,Medium Rate
58056,26,51000,RENT,-5.210679276649269,PERSONAL,B,1000000,12.69,0.2,N,4,0,corrupted_PERSONAL,RENT_26,Medium Rate
58057,24,66000,RENT,8.0,DEBTCONSOLIDATION,missing,1800000,14.11,0.27,N,4,1,corrupted_DEBTCONSOLIDATION,RENT_24,Medium Rate
58058,24,29004,RENT,4.0,MEDICAL,D,5225,16.77,0.18,N,3,1,corrupted_MEDICAL,RENT_24,Medium Rate
58059,23,65000,RENT,1.0,EDUCATION,E,2000000,16.35,0.31,N,3,0,corrupted_EDUCATION,RENT_23,Medium Rate
58060,24,120000,RENT,3.0,MEDICAL,B,1200000,10.37,0.1,N,2,0,corrupted_MEDICAL,RENT_24,Medium Rate
58061,24,35004,RENT,-1.5389908372406906,VENTURE,B,5000,11.58,0.14,N,4,0,corrupted_VENTURE,RENT_24,Medium Rate
58062,23,150000,RENT,2.0,EDUCATION,B,2000000,10.37,0.13,N,3,0,corrupted_EDUCATION,RENT_23,Medium Rate
58063,35,48000,RENT,5.0,VENTURE,A,5000,7.9,0.1,N,8,0,corrupted_VENTURE,RENT_35,Low Rate
58064,22,30000,RENT,3.0,EDUCATION,B,5000,11.49,0.17,N,4,0,corrupted_EDUCATION,RENT_22,Medium Rate
58065,23,88000,RENT,8.0,VENTURE,A,10000,8.94,0.11,N,3,0,corrupted_VENTURE,RENT_23,Low Rate
58066,27,36000,RENT,6.0,EDUCATION,C,6000,12.98,0.17,N,10,0,corrupted_EDUCATION,RENT_27,Medium Rate
58067,35,39000,RENT,2.0,VENTURE,G,8000,20.16,0.2,N,7,1,corrupted_VENTURE,RENT_35,High Rate
58068,24,75000,RENT,8.0,VENTURE,A,2500000,7.9,0.33,N,3,0,corrupted_VENTURE,RENT_24,Low Rate
58069,22,50000,RENT,5.0,EDUCATION,B,5000,10.37,0.1,N,2,0,corrupted_EDUCATION,RENT_22,Medium Rate
58070,22,38400,RENT,6.0,VENTURE,A,3600,8.49,0.09,N,3,0,corrupted_VENTURE,RENT_22,Low Rate
58071,24,70000,RENT,7.0,PERSONAL,B,25000,10.62,0.36,N,3,0,corrupted_PERSONAL,RENT_24,Medium Rate
58072,22,65000,RENT,2.0,DEBTCONSOLIDATION,missing,7000,13.99,0.11,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_22,Medium Rate
58073,23,60000,RENT,2.0,MEDICAL,missing,800000,10.59,0.13,N,2,0,corrupted_MEDICAL,RENT_23,Medium Rate
58074,24,44000,RENT,2.0,PERSONAL,A,750000,5.42,0.17,N,3,0,corrupted_PERSONAL,RENT_24,Low Rate
58075,24,90000,RENT,4.0,EDUCATION,B,500000,10.99,0.06,N,3,0,corrupted_EDUCATION,RENT_24,Medium Rate
58076,22,36000,RENT,6.0,DEBTCONSOLIDATION,A,3500,6.62,0.1,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_22,Low Rate
58077,22,40000,RENT,1.6362566743830191,EDUCATION,A,900000,7.49,0.23,N,4,0,corrupted_EDUCATION,RENT_22,Low Rate
58078,23,48000,RENT,7.0,PERSONAL,C,9600,12.99,0.2,N,3,0,corrupted_PERSONAL,RENT_23,Medium Rate
58079,23,44000,RENT,2.0,VENTURE,B,800000,11.12,0.18,N,4,0,corrupted_VENTURE,RENT_23,Medium Rate
58080,25,85000,RENT,9.0,HOMEIMPROVEMENT,A,10000,7.88,0.12,N,3,0,corrupted_HOMEIMPROVEMENT,RENT_25,Low Rate
58081,37,40000,RENT,9.0,PERSONAL,B,10000,10.99,0.25,N,15,0,corrupted_PERSONAL,RENT_37,Medium Rate
58082,23,67000,RENT,8.879323902440529,DEBTCONSOLIDATION,A,16000,7.49,0.24,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,Low Rate
58083,30,125000,RENT,4.0,DEBTCONSOLIDATION,C,14000,13.61,0.11,N,6,0,corrupted_DEBTCONSOLIDATION,RENT_30,Medium Rate
58084,30,140000,RENT,2.0,VENTURE,C,24000,13.11,0.16,N,6,0,corrupted_VENTURE,RENT_30,Medium Rate
58085,30,62400,RENT,25.924299346547592,HOMEIMPROVEMENT,B,13600,12.42,0.21,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_30,Medium Rate
58086,26,29000,RENT,3.0,MEDICAL,B,10000,10.75,0.34,N,4,1,corrupted_MEDICAL,RENT_26,Medium Rate
58087,21,70000,RENT,2.985684580726524,PERSONAL,C,800000,13.61,0.11,N,4,0,corrupted_PERSONAL,RENT_21,Medium Rate
58088,24,85000,RENT,4.230254358504341,MEDICAL,missing,12000,13.57,0.14,N,4,0,corrupted_MEDICAL,RENT_24,Medium Rate
58089,26,65000,RENT,11.0,VENTURE,D,7000,17.49,0.11,N,2,0,corrupted_VENTURE,RENT_26,Medium Rate
58090,29,74400,RENT,12.0,PERSONAL,C,7500,12.73,0.1,N,7,0,corrupted_PERSONAL,RENT_29,Medium Rate
58091,21,30000,RENT,1.0,EDUCATION,C,14500,13.72,0.48,N,2,1,corrupted_EDUCATION,RENT_21,Medium Rate
58092,27,120000,RENT,7.0,DEBTCONSOLIDATION,A,6000,7.51,0.05,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_27,Low Rate
58093,25,96000,RENT,6.0,HOMEIMPROVEMENT,C,6000,13.49,0.06,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_25,Medium Rate
58094,22,68400,RENT,0.0,EDUCATION,D,10000,15.95,0.15,N,3,0,corrupted_EDUCATION,RENT_22,Medium Rate
58095,36,90000,RENT,0.0,VENTURE,C,5000,13.57,0.06,N,15,0,corrupted_VENTURE,RENT_36,Medium Rate
58096,24,74900,RENT,8.0,HOMEIMPROVEMENT,A,3400,6.92,0.05,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_24,Low Rate
58097,22,100000,RENT,1.0,VENTURE,C,10000,12.87,0.1,N,4,0,corrupted_VENTURE,RENT_22,Medium Rate
58098,32,240000,RENT,6.0,EDUCATION,missing,12000,7.49,0.05,N,9,0,corrupted_EDUCATION,RENT_32,Low Rate
58099,24,59000,RENT,1.0,DEBTCONSOLIDATION,E,14400,17.99,0.25,N,2,1,corrupted_DEBTCONSOLIDATION,RENT_24,Medium Rate
58100,41,34560,RENT,2.0,HOMEIMPROVEMENT,D,1200,15.62,0.03,N,15,1,corrupted_HOMEIMPROVEMENT,RENT_41,Medium Rate
58101,25,103641,RENT,9.0,MEDICAL,B,5000,10.59,0.05,N,4,0,corrupted_MEDICAL,RENT_25,Medium Rate
58102,35,45000,RENT,9.0,MEDICAL,missing,8000,7.14,0.18,N,5,0,corrupted_MEDICAL,RENT_35,Low Rate
58103,23,18000,RENT,1.0,PERSONAL,B,5500,11.71,0.31,N,2,1,corrupted_PERSONAL,RENT_23,Medium Rate
58104,29,72000,RENT,11.0,VENTURE,A,1000000,7.9,0.14,N,9,0,corrupted_VENTURE,RENT_29,Low Rate
58105,22,40000,RENT,6.0,MEDICAL,B,1200000,11.11,0.3,N,2,0,corrupted_MEDICAL,RENT_22,Medium Rate
58106,23,48000,RENT,6.0,EDUCATION,A,500000,5.79,0.1,N,2,0,corrupted_EDUCATION,RENT_23,Low Rate
58107,25,46000,RENT,2.0,DEBTCONSOLIDATION,B,600000,12.69,0.13,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_25,Medium Rate
58108,26,82650,RENT,6.0,HOMEIMPROVEMENT,B,10200,9.99,0.12,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_26,Low Rate
58109,36,75000,RENT,3.0,HOMEIMPROVEMENT,C,12000,14.27,0.16,N,16,0,corrupted_HOMEIMPROVEMENT,RENT_36,Medium Rate
58110,45,43288,RENT,6.261773820888214,PERSONAL,missing,6300,5.99,0.15,N,17,0,corrupted_PERSONAL,RENT_45,Low Rate
58111,23,70000,RENT,-3.5997919764543056,DEBTCONSOLIDATION,B,10800,10.0,0.15,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_23,Medium Rate
58112,31,37200,RENT,3.2011407588022083,MEDICAL,A,9000,6.17,0.24,N,9,0,corrupted_MEDICAL,RENT_31,Low Rate
58113,24,96000,RENT,3.0,HOMEIMPROVEMENT,missing,12000,11.99,0.13,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_24,Medium Rate
58114,23,45000,RENT,5.0,PERSONAL,B,5200,10.25,0.12,N,2,0,corrupted_PERSONAL,RENT_23,Medium Rate
58115,32,45000,RENT,0.0,VENTURE,B,1500000,11.89,0.35,N,7,1,corrupted_VENTURE,RENT_32,Medium Rate
58116,29,32000,RENT,1.0,PERSONAL,C,2000,13.61,0.06,N,6,1,corrupted_PERSONAL,RENT_29,Medium Rate
58117,24,54940,RENT,8.0,DEBTCONSOLIDATION,A,3000,6.03,0.05,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_24,Low Rate
58118,30,45600,RENT,6.0,VENTURE,A,4000,6.54,0.09,N,9,0,corrupted_VENTURE,RENT_30,Low Rate
58119,24,40000,RENT,-3.352195195420494,VENTURE,A,13000,7.88,0.33,N,4,0,corrupted_VENTURE,RENT_24,Low Rate
58120,30,350000,RENT,3.0,HOMEIMPROVEMENT,A,14000,6.03,0.04,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_30,Low Rate
58121,29,39000,RENT,1.0,VENTURE,A,1000000,8.49,0.26,N,7,0,corrupted_VENTURE,RENT_29,Low Rate
58122,27,65000,RENT,5.0,EDUCATION,A,5000,7.29,0.08,N,10,0,corrupted_EDUCATION,RENT_27,Low Rate
58123,30,70000,RENT,1.0,PERSONAL,B,20000,12.21,0.29,N,9,0,corrupted_PERSONAL,RENT_30,Medium Rate
58124,22,73000,RENT,0.0,VENTURE,E,12000,16.4,0.16,N,4,1,corrupted_VENTURE,RENT_22,Medium Rate
58125,34,105000,RENT,9.0,VENTURE,B,12000,9.2,0.11,N,5,0,corrupted_VENTURE,RENT_34,Low Rate
58126,37,75000,RENT,13.0,PERSONAL,D,20000,15.33,0.27,N,17,0,corrupted_PERSONAL,RENT_37,Medium Rate
58127,29,56400,RENT,13.0,MEDICAL,A,5000,6.03,0.09,N,7,0,corrupted_MEDICAL,RENT_29,Low Rate
58128,42,41000,RENT,4.0,EDUCATION,A,15000,8.49,0.37,N,14,1,corrupted_EDUCATION,RENT_42,Low Rate
58129,27,72000,RENT,13.81959064638063,EDUCATION,A,1000000,7.51,0.14,N,5,0,corrupted_EDUCATION,RENT_27,Low Rate
58130,25,48000,RENT,1.0,VENTURE,C,300000,14.26,0.06,N,4,0,corrupted_VENTURE,RENT_25,Medium Rate
58131,26,41600,RENT,3.0,MEDICAL,A,600000,6.03,0.15,N,2,0,corrupted_MEDICAL,RENT_26,Low Rate
58132,32,120000,RENT,16.618347730895216,VENTURE,B,1200000,12.53,0.1,N,10,0,corrupted_VENTURE,RENT_32,Medium Rate
58133,26,75000,RENT,6.0,HOMEIMPROVEMENT,B,1320000,9.99,0.18,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_26,Low Rate
58134,26,56000,RENT,2.0,VENTURE,D,1200000,15.65,0.21,N,2,1,corrupted_VENTURE,RENT_26,Medium Rate
58135,29,130000,RENT,3.0,HOMEIMPROVEMENT,C,11250,14.27,0.09,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_29,Medium Rate
58136,30,70000,RENT,3.0,VENTURE,C,800000,14.27,0.11,N,7,0,corrupted_VENTURE,RENT_30,Medium Rate
58137,26,63000,RENT,7.0,MEDICAL,C,8400,13.92,0.13,N,2,0,corrupted_MEDICAL,RENT_26,Medium Rate
58138,27,27996,RENT,5.0,PERSONAL,B,150000,12.69,0.05,N,6,0,corrupted_PERSONAL,RENT_27,Medium Rate
58139,22,36000,RENT,7.0,MEDICAL,A,400000,7.14,0.11,N,2,0,corrupted_MEDICAL,RENT_22,Low Rate
58140,31,84000,RENT,7.0,DEBTCONSOLIDATION,A,9000,7.66,0.11,N,5,0,corrupted_DEBTCONSOLIDATION,RENT_31,Low Rate
58141,23,55000,RENT,7.0,PERSONAL,B,7500,11.14,0.14,N,2,0,corrupted_PERSONAL,RENT_23,Medium Rate
58142,30,100000,RENT,6.0,HOMEIMPROVEMENT,B,10000,10.74,0.1,N,5,0,corrupted_HOMEIMPROVEMENT,RENT_30,Medium Rate
58143,21,26400,RENT,0.0,DEBTCONSOLIDATION,B,6000,9.76,0.23,N,3,1,corrupted_DEBTCONSOLIDATION,RENT_21,Low Rate
58144,25,24000,RENT,0.0,EDUCATION,C,600000,13.85,0.25,N,2,0,corrupted_EDUCATION,RENT_25,Medium Rate
58145,22,75000,RENT,6.0,DEBTCONSOLIDATION,B,15000,10.65,0.2,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_22,Medium Rate
58146,29,68000,RENT,12.503347173586064,VENTURE,B,1800000,10.65,0.26,N,10,0,corrupted_VENTURE,RENT_29,Medium Rate
58147,25,48732,RENT,5.0,MEDICAL,B,2800,11.86,0.06,N,2,0,corrupted_MEDICAL,RENT_25,Medium Rate
58148,30,80690,RENT,6.0,EDUCATION,A,30000,7.9,0.39,N,5,1,corrupted_EDUCATION,RENT_30,Low Rate
58149,22,42000,RENT,2.6150618052924424,EDUCATION,B,6000,10.59,0.14,N,4,0,corrupted_EDUCATION,RENT_22,Medium Rate
58150,26,130000,RENT,10.0,HOMEIMPROVEMENT,missing,8500,7.88,0.07,N,3,0,corrupted_HOMEIMPROVEMENT,RENT_26,Low Rate
58151,22,65000,RENT,6.0,MEDICAL,A,720000,6.03,0.11,N,3,0,corrupted_MEDICAL,RENT_22,Low Rate
58152,23,52000,RENT,7.0,VENTURE,C,10200,13.92,0.2,N,2,0,corrupted_VENTURE,RENT_23,Medium Rate
58153,24,55000,RENT,13.107996606086456,VENTURE,A,8000,7.49,0.15,N,3,0,corrupted_VENTURE,RENT_24,Low Rate
58154,24,65000,RENT,10.035628512810458,PERSONAL,A,7000,7.29,0.11,N,4,0,corrupted_PERSONAL,RENT_24,Low Rate
58155,29,110000,RENT,5.0,VENTURE,C,6000,12.73,0.05,N,5,0,corrupted_VENTURE,RENT_29,Medium Rate
58156,33,53000,RENT,4.0,HOMEIMPROVEMENT,B,4200,9.91,0.08,N,6,0,corrupted_HOMEIMPROVEMENT,RENT_33,Low Rate
58157,29,36000,RENT,7.0,PERSONAL,B,360000,10.36,0.1,N,7,0,corrupted_PERSONAL,RENT_29,Medium Rate
58158,32,72000,RENT,7.0,PERSONAL,C,15000,15.96,0.21,N,7,1,corrupted_PERSONAL,RENT_32,Medium Rate
58159,38,140000,RENT,2.0,HOMEIMPROVEMENT,D,12800,14.96,0.09,N,11,0,corrupted_HOMEIMPROVEMENT,RENT_38,Medium Rate
58160,22,55000,RENT,6.0,MEDICAL,missing,2000,11.49,0.04,N,4,0,corrupted_MEDICAL,RENT_22,Medium Rate
58161,34,60000,RENT,9.63899089265604,EDUCATION,B,1000000,9.45,0.17,N,9,0,corrupted_EDUCATION,RENT_34,Low Rate
58162,25,29120,RENT,3.710951776498877,MEDICAL,D,642500,15.99,0.22,N,3,1,corrupted_MEDICAL,RENT_25,Medium Rate
58163,29,60000,RENT,7.943009242019169,EDUCATION,D,1500,14.96,0.03,N,6,0,corrupted_EDUCATION,RENT_29,Medium Rate
58164,32,45000,RENT,2.0,DEBTCONSOLIDATION,A,4500,7.51,0.1,N,10,0,corrupted_DEBTCONSOLIDATION,RENT_32,Low Rate
58165,36,32000,RENT,0.0,EDUCATION,A,6000,7.29,0.19,N,13,1,corrupted_EDUCATION,RENT_36,Low Rate
58166,47,39000,RENT,8.87831181086776,DEBTCONSOLIDATION,C,280000,14.65,0.07,N,13,1,corrupted_DEBTCONSOLIDATION,RENT_47,Medium Rate
58167,24,46000,RENT,8.0,HOMEIMPROVEMENT,A,9000,6.76,0.2,N,3,1,corrupted_HOMEIMPROVEMENT,RENT_24,Low Rate
58168,30,90000,RENT,5.0,VENTURE,D,24250,17.27,0.27,N,5,0,corrupted_VENTURE,RENT_30,Medium Rate
58169,24,97000,RENT,0.0,HOMEIMPROVEMENT,C,1000000,13.79,0.1,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_24,Medium Rate
58170,26,70000,RENT,3.0,VENTURE,C,5000,12.99,0.07,N,4,0,corrupted_VENTURE,RENT_26,Medium Rate
58171,26,74000,RENT,-0.3473926669436319,PERSONAL,C,2500,12.84,0.03,N,2,0,corrupted_PERSONAL,RENT_26,Medium Rate
58172,22,50000,RENT,0.0,PERSONAL,C,2500,14.35,0.05,N,3,0,corrupted_PERSONAL,RENT_22,Medium Rate
58173,23,25000,RENT,7.0,VENTURE,C,6000,13.48,0.24,N,4,0,corrupted_VENTURE,RENT_23,Medium Rate
58174,26,64000,RENT,0.0,DEBTCONSOLIDATION,E,15250,15.68,0.23,N,3,1,corrupted_DEBTCONSOLIDATION,RENT_26,Medium Rate
58175,39,111147,RENT,13.0,PERSONAL,D,1500000,16.89,0.13,N,14,0,corrupted_PERSONAL,RENT_39,Medium Rate
58176,27,60000,RENT,-10.523599742728537,VENTURE,missing,2500000,13.22,0.42,N,9,1,corrupted_VENTURE,RENT_27,Medium Rate
58177,34,69500,RENT,6.0,PERSONAL,A,6000,7.49,0.09,N,6,0,corrupted_PERSONAL,RENT_34,Low Rate
58178,22,64000,RENT,8.484180755892282,EDUCATION,C,12000,15.23,0.19,N,4,1,corrupted_EDUCATION,RENT_22,Medium Rate
58179,38,60000,RENT,6.0,DEBTCONSOLIDATION,A,5500,7.51,0.09,N,12,0,corrupted_DEBTCONSOLIDATION,RENT_38,Low Rate
58180,37,48000,RENT,0.0,MEDICAL,B,1000000,10.65,0.21,N,12,0,corrupted_MEDICAL,RENT_37,Medium Rate
58181,28,62000,RENT,1.0,PERSONAL,B,15000,11.58,0.24,N,5,0,corrupted_PERSONAL,RENT_28,Medium Rate
58182,23,109500,RENT,2.0,PERSONAL,B,25000,10.75,0.25,N,3,0,corrupted_PERSONAL,RENT_23,Medium Rate
58183,30,55000,RENT,0.0,VENTURE,B,7200,11.58,0.13,N,9,0,corrupted_VENTURE,RENT_30,Medium Rate
58184,22,45996,RENT,5.0,VENTURE,D,5000,15.58,0.11,N,2,0,corrupted_VENTURE,RENT_22,Medium Rate
58185,27,95004,RENT,2.0,VENTURE,B,16000,10.38,0.19,N,8,0,corrupted_VENTURE,RENT_27,Medium Rate
