loan_to_income_ratio,loan_to_income_band
0.17,Moderate Ratio
0.1,Moderate Ratio
0.05,Low Ratio
0.21,Moderate Ratio
0.22,Moderate Ratio
0.09,Low Ratio
0.39,High Ratio
0.2,Moderate Ratio
66.67,High Ratio
0.26,Moderate Ratio
0.29,Moderate Ratio
0.05,Low Ratio
0.29,Moderate Ratio
0.17,Moderate Ratio
0.07,Low Ratio
0.22,Moderate Ratio
0.13,Moderate Ratio
0.15,Moderate Ratio
0.2,Moderate Ratio
0.1,Moderate Ratio
0.41,High Ratio
0.05,Low Ratio
0.33,High Ratio
0.32,High Ratio
0.13,Moderate Ratio
50.0,High Ratio
0.2,Moderate Ratio
0.23,Moderate Ratio
0.07,Low Ratio
0.04,Low Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.32,High Ratio
0.19,Moderate Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.28,Moderate Ratio
0.28,Moderate Ratio
0.34,High Ratio
0.13,Moderate Ratio
0.27,Moderate Ratio
0.28,Moderate Ratio
0.05,Low Ratio
0.1,Moderate Ratio
0.27,Moderate Ratio
0.04,Low Ratio
0.2,Moderate Ratio
0.25,Moderate Ratio
0.08,Low Ratio
0.09,Low Ratio
0.18,Moderate Ratio
0.15,Moderate Ratio
0.1,Moderate Ratio
0.22,Moderate Ratio
0.1,Moderate Ratio
0.1,Moderate Ratio
0.08,Low Ratio
0.05,Low Ratio
0.24,Moderate Ratio
0.11,Moderate Ratio
0.16,Moderate Ratio
0.13,Moderate Ratio
0.15,Moderate Ratio
186.54,High Ratio
0.06,Low Ratio
0.2,Moderate Ratio
0.2,Moderate Ratio
0.25,Moderate Ratio
0.2,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.21,Moderate Ratio
0.12,Moderate Ratio
0.17,Moderate Ratio
0.15,Moderate Ratio
0.03,Low Ratio
0.02,Low Ratio
0.13,Moderate Ratio
0.1,Low Ratio
0.12,Moderate Ratio
333.33,High Ratio
0.18,Moderate Ratio
0.35,High Ratio
0.16,Moderate Ratio
0.09,Low Ratio
157.89,High Ratio
120.0,High Ratio
0.13,Moderate Ratio
0.12,Moderate Ratio
0.09,Low Ratio
312.5,High Ratio
0.09,Low Ratio
0.06,Low Ratio
0.22,Moderate Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
104.35,High Ratio
125.0,High Ratio
0.2,Moderate Ratio
0.22,Moderate Ratio
0.06,Low Ratio
0.09,Low Ratio
0.14,Moderate Ratio
0.26,Moderate Ratio
46.67,High Ratio
272.73,High Ratio
0.19,Moderate Ratio
0.03,Low Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.18,Moderate Ratio
0.18,Moderate Ratio
0.15,Moderate Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
200.0,High Ratio
0.14,Moderate Ratio
0.04,Low Ratio
0.27,Moderate Ratio
0.21,Moderate Ratio
183.22,High Ratio
0.11,Moderate Ratio
0.14,Moderate Ratio
75.0,High Ratio
0.11,Moderate Ratio
0.21,Moderate Ratio
0.1,Low Ratio
0.11,Moderate Ratio
0.01,Low Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.19,Moderate Ratio
0.14,Moderate Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.15,Moderate Ratio
0.27,Moderate Ratio
0.26,Moderate Ratio
0.12,Moderate Ratio
0.21,Moderate Ratio
281.25,High Ratio
0.3,High Ratio
78.45,High Ratio
0.17,Moderate Ratio
0.2,Moderate Ratio
0.17,Moderate Ratio
0.15,Moderate Ratio
50.0,High Ratio
0.28,Moderate Ratio
0.25,Moderate Ratio
0.21,Moderate Ratio
0.35,High Ratio
0.37,High Ratio
0.09,Low Ratio
0.12,Moderate Ratio
0.15,Moderate Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
120.0,High Ratio
75.0,High Ratio
0.24,Moderate Ratio
225.0,High Ratio
0.13,Moderate Ratio
0.03,Low Ratio
0.31,High Ratio
0.2,Moderate Ratio
0.07,Low Ratio
0.07,Low Ratio
166.67,High Ratio
0.2,Moderate Ratio
0.15,Moderate Ratio
0.1,Moderate Ratio
0.1,Low Ratio
0.07,Low Ratio
0.14,Moderate Ratio
0.1,Moderate Ratio
0.25,Moderate Ratio
312.5,High Ratio
0.14,Moderate Ratio
0.06,Low Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.15,Moderate Ratio
0.39,High Ratio
0.18,Moderate Ratio
0.08,Low Ratio
0.05,Low Ratio
0.05,Low Ratio
0.11,Moderate Ratio
187.5,High Ratio
0.18,Moderate Ratio
0.34,High Ratio
0.11,Moderate Ratio
0.04,Low Ratio
0.22,Moderate Ratio
0.28,Moderate Ratio
0.15,Moderate Ratio
0.26,Moderate Ratio
0.18,Moderate Ratio
0.08,Low Ratio
0.18,Moderate Ratio
0.08,Low Ratio
0.07,Low Ratio
0.47,High Ratio
0.12,Moderate Ratio
0.25,Moderate Ratio
0.25,Moderate Ratio
113.64,High Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
405.41,High Ratio
0.24,Moderate Ratio
0.07,Low Ratio
0.08,Low Ratio
0.04,Low Ratio
0.27,Moderate Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.06,Low Ratio
0.25,Moderate Ratio
0.25,Moderate Ratio
0.06,Low Ratio
0.21,Moderate Ratio
0.1,Moderate Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
0.34,High Ratio
0.15,Moderate Ratio
0.25,Moderate Ratio
0.11,Moderate Ratio
0.14,Moderate Ratio
0.18,Moderate Ratio
133.33,High Ratio
0.13,Moderate Ratio
0.3,Moderate Ratio
0.04,Low Ratio
0.12,Moderate Ratio
0.17,Moderate Ratio
0.24,Moderate Ratio
0.26,Moderate Ratio
0.05,Low Ratio
0.08,Low Ratio
0.33,High Ratio
0.25,Moderate Ratio
0.08,Low Ratio
0.2,Moderate Ratio
0.11,Moderate Ratio
0.05,Low Ratio
0.29,Moderate Ratio
0.09,Low Ratio
0.14,Moderate Ratio
0.2,Moderate Ratio
0.09,Low Ratio
0.08,Low Ratio
0.07,Low Ratio
0.09,Low Ratio
166.67,High Ratio
0.19,Moderate Ratio
0.07,Low Ratio
0.22,Moderate Ratio
0.06,Low Ratio
0.1,Moderate Ratio
0.03,Low Ratio
0.07,Low Ratio
0.15,Moderate Ratio
0.29,Moderate Ratio
68.97,High Ratio
0.06,Low Ratio
0.03,Low Ratio
0.19,Moderate Ratio
0.05,Low Ratio
0.13,Moderate Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
45.8,High Ratio
0.28,Moderate Ratio
0.09,Low Ratio
0.24,Moderate Ratio
0.11,Moderate Ratio
0.25,Moderate Ratio
0.14,Moderate Ratio
0.05,Low Ratio
0.08,Low Ratio
185.71,High Ratio
0.21,Moderate Ratio
0.15,Moderate Ratio
0.05,Low Ratio
0.08,Low Ratio
0.07,Low Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.22,Moderate Ratio
0.08,Low Ratio
0.05,Low Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.12,Moderate Ratio
0.34,High Ratio
0.25,Moderate Ratio
0.31,High Ratio
0.22,Moderate Ratio
133.33,High Ratio
153.85,High Ratio
0.2,Moderate Ratio
0.29,Moderate Ratio
0.08,Low Ratio
0.05,Low Ratio
0.43,High Ratio
0.17,Moderate Ratio
0.18,Moderate Ratio
0.07,Low Ratio
0.15,Moderate Ratio
0.12,Moderate Ratio
0.21,Moderate Ratio
0.1,Low Ratio
0.27,Moderate Ratio
0.05,Low Ratio
0.15,Moderate Ratio
0.05,Low Ratio
0.09,Low Ratio
0.08,Low Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.05,Low Ratio
0.34,High Ratio
234.35,High Ratio
0.19,Moderate Ratio
0.08,Low Ratio
0.03,Low Ratio
0.1,Moderate Ratio
0.34,High Ratio
0.31,High Ratio
0.14,Moderate Ratio
0.18,Moderate Ratio
0.27,Moderate Ratio
0.2,Moderate Ratio
0.23,Moderate Ratio
0.21,Moderate Ratio
0.12,Moderate Ratio
0.05,Low Ratio
0.2,Moderate Ratio
0.13,Moderate Ratio
0.08,Low Ratio
0.18,Moderate Ratio
0.1,Moderate Ratio
0.31,High Ratio
0.13,Moderate Ratio
0.26,Moderate Ratio
0.08,Low Ratio
0.2,Moderate Ratio
0.05,Low Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.09,Low Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
0.22,Moderate Ratio
0.01,Low Ratio
0.06,Low Ratio
0.04,Low Ratio
0.18,Moderate Ratio
0.22,Moderate Ratio
0.31,High Ratio
0.22,Moderate Ratio
0.25,Moderate Ratio
0.08,Low Ratio
0.28,Moderate Ratio
0.15,Moderate Ratio
0.15,Moderate Ratio
48.39,High Ratio
0.03,Low Ratio
0.15,Moderate Ratio
0.05,Low Ratio
0.07,Low Ratio
0.06,Low Ratio
0.19,Moderate Ratio
0.14,Moderate Ratio
0.16,Moderate Ratio
0.3,Moderate Ratio
0.15,Moderate Ratio
0.04,Low Ratio
0.23,Moderate Ratio
0.31,High Ratio
0.2,Moderate Ratio
0.3,Moderate Ratio
0.09,Low Ratio
0.12,Moderate Ratio
0.09,Low Ratio
0.04,Low Ratio
0.14,Moderate Ratio
0.2,Moderate Ratio
0.18,Moderate Ratio
200.0,High Ratio
0.06,Low Ratio
0.12,Moderate Ratio
0.19,Moderate Ratio
0.01,Low Ratio
0.27,Moderate Ratio
181.82,High Ratio
43.64,High Ratio
0.25,Moderate Ratio
0.31,High Ratio
0.06,Low Ratio
0.1,Moderate Ratio
0.18,Moderate Ratio
0.3,High Ratio
0.1,Moderate Ratio
0.1,Moderate Ratio
0.18,Moderate Ratio
0.23,Moderate Ratio
0.05,Low Ratio
0.28,Moderate Ratio
0.23,Moderate Ratio
0.3,Moderate Ratio
104.17,High Ratio
88.24,High Ratio
0.11,Moderate Ratio
0.2,Moderate Ratio
69.44,High Ratio
0.19,Moderate Ratio
151.52,High Ratio
0.25,Moderate Ratio
0.17,Moderate Ratio
0.38,High Ratio
0.07,Low Ratio
0.09,Low Ratio
184.62,High Ratio
0.13,Moderate Ratio
0.07,Low Ratio
0.04,Low Ratio
0.29,Moderate Ratio
0.31,High Ratio
0.09,Low Ratio
0.07,Low Ratio
105.26,High Ratio
0.22,Moderate Ratio
0.3,Moderate Ratio
0.17,Moderate Ratio
0.26,Moderate Ratio
0.33,High Ratio
140.0,High Ratio
0.07,Low Ratio
0.25,Moderate Ratio
0.21,Moderate Ratio
0.21,Moderate Ratio
0.04,Low Ratio
0.24,Moderate Ratio
0.07,Low Ratio
0.1,Moderate Ratio
0.05,Low Ratio
0.08,Low Ratio
0.12,Moderate Ratio
250.0,High Ratio
0.1,Moderate Ratio
147.06,High Ratio
0.33,High Ratio
0.05,Low Ratio
0.1,Moderate Ratio
0.24,Moderate Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.07,Low Ratio
0.14,Moderate Ratio
0.18,Moderate Ratio
0.16,Moderate Ratio
0.08,Low Ratio
0.22,Moderate Ratio
0.12,Moderate Ratio
0.15,Moderate Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.26,Moderate Ratio
333.33,High Ratio
0.15,Moderate Ratio
0.2,Moderate Ratio
0.16,Moderate Ratio
0.37,High Ratio
0.07,Low Ratio
0.05,Low Ratio
0.1,Moderate Ratio
0.06,Low Ratio
0.37,High Ratio
0.07,Low Ratio
0.07,Low Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
0.08,Low Ratio
0.08,Low Ratio
0.08,Low Ratio
0.08,Low Ratio
181.82,High Ratio
0.08,Low Ratio
30.0,High Ratio
0.08,Low Ratio
0.05,Low Ratio
0.09,Low Ratio
0.21,Moderate Ratio
0.1,Low Ratio
0.07,Low Ratio
0.09,Low Ratio
0.05,Low Ratio
0.28,Moderate Ratio
0.04,Low Ratio
0.13,Moderate Ratio
0.04,Low Ratio
0.05,Low Ratio
0.17,Moderate Ratio
0.29,Moderate Ratio
0.15,Moderate Ratio
0.09,Low Ratio
0.33,High Ratio
115.99,High Ratio
0.11,Moderate Ratio
0.05,Low Ratio
0.22,Moderate Ratio
0.3,Moderate Ratio
0.15,Moderate Ratio
0.12,Moderate Ratio
138.89,High Ratio
0.27,Moderate Ratio
0.02,Low Ratio
0.08,Low Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
0.15,Moderate Ratio
0.06,Low Ratio
0.05,Low Ratio
0.02,Low Ratio
0.27,Moderate Ratio
0.12,Moderate Ratio
0.15,Moderate Ratio
0.15,Moderate Ratio
0.33,High Ratio
0.18,Moderate Ratio
119.05,High Ratio
0.08,Low Ratio
0.27,Moderate Ratio
0.16,Moderate Ratio
0.22,Moderate Ratio
0.07,Low Ratio
0.08,Low Ratio
0.19,Moderate Ratio
0.24,Moderate Ratio
200.0,High Ratio
0.08,Low Ratio
0.04,Low Ratio
0.07,Low Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.08,Low Ratio
0.1,Low Ratio
0.4,High Ratio
0.17,Moderate Ratio
0.07,Low Ratio
0.07,Low Ratio
0.42,High Ratio
111.11,High Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.16,Moderate Ratio
0.07,Low Ratio
0.08,Low Ratio
0.1,Moderate Ratio
0.1,Moderate Ratio
0.05,Low Ratio
214.29,High Ratio
229.89,High Ratio
0.15,Moderate Ratio
0.22,Moderate Ratio
0.2,Moderate Ratio
0.06,Low Ratio
0.32,High Ratio
0.15,Moderate Ratio
0.19,Moderate Ratio
0.32,High Ratio
0.05,Low Ratio
0.32,High Ratio
0.33,High Ratio
0.29,Moderate Ratio
0.09,Low Ratio
0.13,Moderate Ratio
0.21,Moderate Ratio
133.33,High Ratio
0.16,Moderate Ratio
0.09,Low Ratio
0.24,Moderate Ratio
0.11,Moderate Ratio
0.29,Moderate Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
128.0,High Ratio
0.2,Moderate Ratio
0.34,High Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.32,High Ratio
0.32,High Ratio
0.19,Moderate Ratio
0.16,Moderate Ratio
0.17,Moderate Ratio
0.13,Moderate Ratio
0.2,Moderate Ratio
73.53,High Ratio
0.08,Low Ratio
0.1,Moderate Ratio
0.05,Low Ratio
0.17,Moderate Ratio
0.28,Moderate Ratio
0.28,Moderate Ratio
0.15,Moderate Ratio
0.21,Moderate Ratio
0.3,Moderate Ratio
0.18,Moderate Ratio
0.26,Moderate Ratio
0.22,Moderate Ratio
0.18,Moderate Ratio
0.09,Low Ratio
0.11,Moderate Ratio
0.29,Moderate Ratio
226.42,High Ratio
0.19,Moderate Ratio
0.38,High Ratio
0.05,Low Ratio
0.25,Moderate Ratio
0.2,Moderate Ratio
0.1,Moderate Ratio
0.12,Moderate Ratio
0.18,Moderate Ratio
0.38,High Ratio
0.12,Moderate Ratio
0.1,Low Ratio
0.13,Moderate Ratio
0.21,Moderate Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.2,Moderate Ratio
0.11,Moderate Ratio
0.29,Moderate Ratio
0.22,Moderate Ratio
0.09,Low Ratio
0.27,Moderate Ratio
0.1,Moderate Ratio
0.37,High Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.11,Moderate Ratio
0.16,Moderate Ratio
0.05,Low Ratio
0.1,Moderate Ratio
0.31,High Ratio
57.14,High Ratio
0.37,High Ratio
0.03,Low Ratio
0.18,Moderate Ratio
0.12,Moderate Ratio
0.19,Moderate Ratio
121.43,High Ratio
0.32,High Ratio
0.36,High Ratio
200.0,High Ratio
333.33,High Ratio
0.14,Moderate Ratio
0.15,Moderate Ratio
0.05,Low Ratio
0.08,Low Ratio
97.09,High Ratio
0.11,Moderate Ratio
0.05,Low Ratio
63.16,High Ratio
0.06,Low Ratio
92.31,High Ratio
0.28,Moderate Ratio
0.18,Moderate Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.06,Low Ratio
0.14,Moderate Ratio
0.21,Moderate Ratio
0.29,Moderate Ratio
0.09,Low Ratio
0.09,Low Ratio
0.17,Moderate Ratio
0.22,Moderate Ratio
0.3,Moderate Ratio
0.1,Moderate Ratio
94.12,High Ratio
0.25,Moderate Ratio
0.14,Moderate Ratio
0.17,Moderate Ratio
0.22,Moderate Ratio
0.18,Moderate Ratio
0.1,Moderate Ratio
0.38,High Ratio
305.56,High Ratio
0.07,Low Ratio
0.11,Moderate Ratio
0.1,Moderate Ratio
0.22,Moderate Ratio
0.2,Moderate Ratio
0.12,Moderate Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.11,Moderate Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
62.5,High Ratio
173.09,High Ratio
0.13,Moderate Ratio
0.12,Moderate Ratio
0.1,Moderate Ratio
0.09,Low Ratio
0.1,Moderate Ratio
0.06,Low Ratio
0.08,Low Ratio
0.05,Low Ratio
0.25,Moderate Ratio
0.3,Moderate Ratio
56.82,High Ratio
0.16,Moderate Ratio
0.3,Moderate Ratio
0.29,Moderate Ratio
0.07,Low Ratio
0.1,Moderate Ratio
0.07,Low Ratio
0.02,Low Ratio
0.06,Low Ratio
0.3,Moderate Ratio
0.28,Moderate Ratio
0.12,Moderate Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.12,Moderate Ratio
169.49,High Ratio
0.04,Low Ratio
0.11,Moderate Ratio
0.08,Low Ratio
0.19,Moderate Ratio
0.05,Low Ratio
150.0,High Ratio
0.09,Low Ratio
0.27,Moderate Ratio
0.3,Moderate Ratio
100.0,High Ratio
0.18,Moderate Ratio
0.18,Moderate Ratio
0.33,High Ratio
0.14,Moderate Ratio
0.17,Moderate Ratio
0.19,Moderate Ratio
0.08,Low Ratio
0.05,Low Ratio
0.15,Moderate Ratio
0.33,High Ratio
0.27,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.09,Low Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.09,Low Ratio
0.07,Low Ratio
0.15,Moderate Ratio
0.07,Low Ratio
0.15,Moderate Ratio
0.17,Moderate Ratio
0.27,Moderate Ratio
0.4,High Ratio
0.14,Moderate Ratio
0.12,Moderate Ratio
0.17,Moderate Ratio
0.04,Low Ratio
0.06,Low Ratio
0.13,Moderate Ratio
0.04,Low Ratio
0.18,Moderate Ratio
0.21,Moderate Ratio
0.11,Moderate Ratio
0.22,Moderate Ratio
0.19,Moderate Ratio
0.18,Moderate Ratio
0.16,Moderate Ratio
0.05,Low Ratio
0.09,Low Ratio
0.14,Moderate Ratio
0.07,Low Ratio
0.16,Moderate Ratio
0.04,Low Ratio
0.28,Moderate Ratio
0.11,Moderate Ratio
0.22,Moderate Ratio
0.13,Moderate Ratio
0.35,High Ratio
0.16,Moderate Ratio
150.0,High Ratio
0.17,Moderate Ratio
0.21,Moderate Ratio
400.0,High Ratio
0.11,Moderate Ratio
153.85,High Ratio
0.07,Low Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.11,Moderate Ratio
0.07,Low Ratio
0.18,Moderate Ratio
166.85,High Ratio
0.33,High Ratio
0.11,Moderate Ratio
0.09,Low Ratio
0.25,Moderate Ratio
0.18,Moderate Ratio
0.12,Moderate Ratio
0.16,Moderate Ratio
0.06,Low Ratio
0.05,Low Ratio
100.0,High Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.16,Moderate Ratio
0.24,Moderate Ratio
177.55,High Ratio
0.13,Moderate Ratio
0.23,Moderate Ratio
0.09,Low Ratio
0.14,Moderate Ratio
160.31,High Ratio
0.16,Moderate Ratio
0.06,Low Ratio
0.17,Moderate Ratio
0.17,Moderate Ratio
0.08,Low Ratio
0.13,Moderate Ratio
263.89,High Ratio
0.11,Moderate Ratio
0.2,Moderate Ratio
146.34,High Ratio
0.08,Low Ratio
0.22,Moderate Ratio
0.07,Low Ratio
0.07,Low Ratio
0.02,Low Ratio
0.19,Moderate Ratio
0.2,Moderate Ratio
0.15,Moderate Ratio
0.14,Moderate Ratio
0.17,Moderate Ratio
0.11,Moderate Ratio
0.14,Moderate Ratio
0.07,Low Ratio
0.05,Low Ratio
130.77,High Ratio
0.07,Low Ratio
0.32,High Ratio
0.32,High Ratio
0.22,Moderate Ratio
0.11,Moderate Ratio
0.29,Moderate Ratio
0.17,Moderate Ratio
0.07,Low Ratio
0.07,Low Ratio
131.58,High Ratio
0.16,Moderate Ratio
0.25,Moderate Ratio
0.11,Moderate Ratio
0.16,Moderate Ratio
0.3,Moderate Ratio
120.0,High Ratio
48.39,High Ratio
0.2,Moderate Ratio
0.31,High Ratio
124.44,High Ratio
0.14,Moderate Ratio
226.8,High Ratio
0.06,Low Ratio
283.33,High Ratio
0.04,Low Ratio
0.03,Low Ratio
0.08,Low Ratio
0.06,Low Ratio
0.07,Low Ratio
0.13,Moderate Ratio
0.3,High Ratio
0.14,Moderate Ratio
0.21,Moderate Ratio
0.08,Low Ratio
0.31,High Ratio
201.43,High Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
185.19,High Ratio
0.11,Moderate Ratio
0.2,Moderate Ratio
0.28,Moderate Ratio
48.12,High Ratio
0.05,Low Ratio
0.1,Moderate Ratio
0.13,Moderate Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
0.04,Low Ratio
0.07,Low Ratio
0.4,High Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.27,Moderate Ratio
0.19,Moderate Ratio
0.21,Moderate Ratio
0.08,Low Ratio
0.07,Low Ratio
312.5,High Ratio
0.24,Moderate Ratio
111.11,High Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.33,High Ratio
0.31,High Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.2,Moderate Ratio
0.08,Low Ratio
0.4,High Ratio
0.22,Moderate Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
0.08,Low Ratio
100.0,High Ratio
0.13,Moderate Ratio
0.25,Moderate Ratio
0.13,Moderate Ratio
0.18,Moderate Ratio
0.13,Moderate Ratio
0.19,Moderate Ratio
0.36,High Ratio
0.34,High Ratio
228.57,High Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.05,Low Ratio
0.11,Moderate Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.4,High Ratio
0.4,High Ratio
0.07,Low Ratio
0.14,Moderate Ratio
0.06,Low Ratio
292.68,High Ratio
0.12,Moderate Ratio
0.11,Moderate Ratio
0.18,Moderate Ratio
0.15,Moderate Ratio
0.19,Moderate Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.07,Low Ratio
0.11,Moderate Ratio
0.41,High Ratio
0.03,Low Ratio
0.03,Low Ratio
0.06,Low Ratio
0.17,Moderate Ratio
0.16,Moderate Ratio
0.34,High Ratio
0.02,Low Ratio
0.09,Low Ratio
0.1,Moderate Ratio
0.15,Moderate Ratio
0.26,Moderate Ratio
0.16,Moderate Ratio
0.21,Moderate Ratio
0.07,Low Ratio
0.18,Moderate Ratio
0.35,High Ratio
226.42,High Ratio
0.19,Moderate Ratio
0.1,Moderate Ratio
0.42,High Ratio
0.47,High Ratio
0.4,High Ratio
0.37,High Ratio
0.13,Moderate Ratio
0.21,Moderate Ratio
139.11,High Ratio
0.15,Moderate Ratio
0.18,Moderate Ratio
0.06,Low Ratio
0.21,Moderate Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.33,High Ratio
0.21,Moderate Ratio
0.04,Low Ratio
0.17,Moderate Ratio
0.22,Moderate Ratio
0.08,Low Ratio
0.34,High Ratio
0.1,Moderate Ratio
0.08,Low Ratio
0.09,Low Ratio
0.27,Moderate Ratio
0.05,Low Ratio
0.08,Low Ratio
0.12,Moderate Ratio
0.06,Low Ratio
80.0,High Ratio
0.11,Moderate Ratio
0.42,High Ratio
0.28,Moderate Ratio
245.1,High Ratio
0.19,Moderate Ratio
0.36,High Ratio
0.22,Moderate Ratio
0.1,Moderate Ratio
0.14,Moderate Ratio
0.11,Moderate Ratio
0.21,Moderate Ratio
0.29,Moderate Ratio
0.1,Moderate Ratio
0.15,Moderate Ratio
0.21,Moderate Ratio
0.14,Moderate Ratio
0.22,Moderate Ratio
0.27,Moderate Ratio
87.5,High Ratio
0.1,Moderate Ratio
0.15,Moderate Ratio
0.17,Moderate Ratio
0.12,Moderate Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
0.03,Low Ratio
0.22,Moderate Ratio
0.23,Moderate Ratio
200.0,High Ratio
0.08,Low Ratio
0.18,Moderate Ratio
0.07,Low Ratio
0.21,Moderate Ratio
0.16,Moderate Ratio
0.17,Moderate Ratio
0.43,High Ratio
0.25,Moderate Ratio
0.06,Low Ratio
0.27,Moderate Ratio
0.22,Moderate Ratio
80.0,High Ratio
0.18,Moderate Ratio
0.1,Moderate Ratio
0.26,Moderate Ratio
0.03,Low Ratio
0.16,Moderate Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
0.29,Moderate Ratio
0.15,Moderate Ratio
0.06,Low Ratio
0.1,Moderate Ratio
0.2,Moderate Ratio
0.1,Low Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
0.09,Low Ratio
0.05,Low Ratio
0.09,Low Ratio
0.09,Low Ratio
0.34,High Ratio
0.14,Moderate Ratio
0.07,Low Ratio
0.15,Moderate Ratio
0.17,Moderate Ratio
47.62,High Ratio
0.36,High Ratio
0.24,Moderate Ratio
0.25,Moderate Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
0.2,Moderate Ratio
0.1,Low Ratio
0.12,Moderate Ratio
0.1,Moderate Ratio
0.06,Low Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
0.09,Low Ratio
0.15,Moderate Ratio
0.14,Moderate Ratio
0.1,Moderate Ratio
0.2,Moderate Ratio
0.06,Low Ratio
0.05,Low Ratio
0.03,Low Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.03,Low Ratio
0.13,Moderate Ratio
0.07,Low Ratio
0.04,Low Ratio
0.07,Low Ratio
0.2,Moderate Ratio
0.05,Low Ratio
0.11,Moderate Ratio
0.24,Moderate Ratio
0.1,Moderate Ratio
0.23,Moderate Ratio
0.1,Moderate Ratio
0.15,Moderate Ratio
0.1,Moderate Ratio
0.21,Moderate Ratio
0.22,Moderate Ratio
0.03,Low Ratio
166.67,High Ratio
0.14,Moderate Ratio
0.36,High Ratio
0.19,Moderate Ratio
0.05,Low Ratio
0.14,Moderate Ratio
0.05,Low Ratio
0.03,Low Ratio
0.42,High Ratio
0.14,Moderate Ratio
294.27,High Ratio
0.11,Moderate Ratio
0.22,Moderate Ratio
0.37,High Ratio
0.48,High Ratio
0.07,Low Ratio
153.85,High Ratio
0.24,Moderate Ratio
0.14,Moderate Ratio
0.23,Moderate Ratio
0.36,High Ratio
0.24,Moderate Ratio
0.1,Moderate Ratio
35.71,High Ratio
0.22,Moderate Ratio
0.11,Moderate Ratio
0.29,Moderate Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.19,Moderate Ratio
0.15,Moderate Ratio
0.19,Moderate Ratio
0.08,Low Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.05,Low Ratio
0.1,Moderate Ratio
0.27,Moderate Ratio
