id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,corrupted_loan_intent,person_home_ownership_person_age,credit_hist_change
51866,23,42996,RENT,0.0,EDUCATION,B,800000,10.71,0.19,N,2,0,corrupted_EDUCATION,RENT_23,-7
51867,23,40000,RENT,5.0,EDUCATION,A,540000,7.29,0.14,N,4,0,corrupted_EDUCATION,RENT_23,2
51868,30,51000,RENT,14.0,PERSONAL,A,660000,6.17,0.13,N,9,0,corrupted_PERSONAL,RENT_30,5
51869,22,40000,RENT,6.0,EDUCATION,NA,5000,13.48,0.13,N,4,0,corrupted_EDUCATION,RENT_22,-5
51870,27,60000,RENT,3.0,EDUCATION,B,12000,11.36,0.2,N,8,0,corrupted_EDUCATION,RENT_27,4
51871,26,58000,RENT,5.0,EDUCATION,NA,5000,11.58,0.09,N,3,0,corrupted_EDUCATION,RENT_26,-5
51872,26,48000,RENT,5.0,PERSONAL,A,7200,7.51,0.15,N,3,0,corrupted_PERSONAL,RENT_26,0
51873,37,54996,RENT,2.0,HOMEIMPROVEMENT,D,8000,16.49,0.15,N,14,1,corrupted_HOMEIMPROVEMENT,RENT_37,11
51874,24,65000,RENT,8.0,HOMEIMPROVEMENT,B,25000,12.53,0.38,N,3,0,corrupted_HOMEIMPROVEMENT,RENT_24,-11
51875,46,24996,RENT,2.0,PERSONAL,C,540000,13.48,0.21,N,17,0,corrupted_PERSONAL,RENT_46,14
51876,23,56000,RENT,7.0,PERSONAL,B,550000,11.71,0.1,N,2,0,corrupted_PERSONAL,RENT_23,-15
51877,22,36000,RENT,1.0,PERSONAL,B,7875,12.21,0.22,N,3,0,corrupted_PERSONAL,RENT_22,1
51878,24,50000,RENT,5.0,PERSONAL,B,6000,10.65,0.12,N,4,0,corrupted_PERSONAL,RENT_24,1
51879,24,46800,RENT,2.0,MEDICAL,A,500000,7.88,0.11,N,4,0,corrupted_MEDICAL,RENT_24,0
51880,25,60000,RENT,3.0,HOMEIMPROVEMENT,A,10000,7.14,0.17,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_25,0
51881,22,80004,RENT,7.0,EDUCATION,B,10000,11.12,0.12,N,2,0,corrupted_EDUCATION,RENT_22,-2
51882,23,56000,RENT,2.0,DEBTCONSOLIDATION,A,450000,5.79,0.08,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_23,2
51883,23,65000,RENT,7.0,EDUCATION,NA,4800,7.51,0.07,N,2,0,corrupted_EDUCATION,RENT_23,-2
51884,24,115000,RENT,0.0,HOMEIMPROVEMENT,B,19000,10.2,0.17,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_24,2
51885,24,69996,RENT,4.0,EDUCATION,B,10000,11.99,0.14,N,3,0,corrupted_EDUCATION,RENT_24,-1
51886,28,28000,RENT,2.0,MEDICAL,A,7500,5.42,0.27,N,9,0,corrupted_MEDICAL,RENT_28,6
51887,33,72000,RENT,4.0,EDUCATION,A,9600,5.99,0.14,N,8,0,corrupted_EDUCATION,RENT_33,-1
51888,40,120000,RENT,12.0,HOMEIMPROVEMENT,B,600000,8.88,0.05,N,14,0,corrupted_HOMEIMPROVEMENT,RENT_40,6
51889,30,66000,RENT,13.0,VENTURE,A,7000,5.79,0.11,N,9,0,corrupted_VENTURE,RENT_30,-5
51890,23,45000,RENT,4.0,VENTURE,C,600000,12.99,0.13,N,3,0,corrupted_VENTURE,RENT_23,-6
51891,23,52000,RENT,3.0,EDUCATION,C,10000,13.49,0.19,N,2,0,corrupted_EDUCATION,RENT_23,-1
51892,25,58000,RENT,0.0,PERSONAL,NA,1200000,10.99,0.21,N,4,0,corrupted_PERSONAL,RENT_25,2
51893,24,35000,RENT,6.0,PERSONAL,B,500000,11.11,0.14,N,3,0,corrupted_PERSONAL,RENT_24,-1
51894,23,70000,RENT,5.0,EDUCATION,B,8000,10.46,0.11,N,3,0,corrupted_EDUCATION,RENT_23,0
51895,34,165000,RENT,3.0,VENTURE,NA,2000000,13.92,0.12,N,5,0,corrupted_VENTURE,RENT_34,2
51896,25,110000,RENT,7.0,EDUCATION,B,10000,9.91,0.09,N,3,0,corrupted_EDUCATION,RENT_25,-2
51897,27,98000,RENT,4.0,DEBTCONSOLIDATION,B,6000,9.25,0.06,N,9,0,corrupted_DEBTCONSOLIDATION,RENT_27,6
51898,33,58650,RENT,2.0,MEDICAL,NA,15000,15.33,0.21,N,7,1,corrupted_MEDICAL,RENT_33,-2
51899,22,70000,RENT,6.0,EDUCATION,A,10000,7.66,0.14,N,4,0,corrupted_EDUCATION,RENT_22,-3
51900,25,43000,RENT,9.0,PERSONAL,A,5000,7.9,0.12,N,4,0,corrupted_PERSONAL,RENT_25,0
51901,23,100000,RENT,2.0,DEBTCONSOLIDATION,NA,5000,7.66,0.05,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,-2
51902,26,60000,RENT,2.0,MEDICAL,A,7000,7.88,0.12,N,4,0,corrupted_MEDICAL,RENT_26,2
51903,26,120000,RENT,10.0,PERSONAL,A,12000,7.51,0.1,N,4,0,corrupted_PERSONAL,RENT_26,0
51904,23,70000,RENT,0.0,EDUCATION,A,15000,7.88,0.21,N,4,0,corrupted_EDUCATION,RENT_23,0
51905,26,33189,RENT,3.0,EDUCATION,NA,3000,9.99,0.09,N,2,0,corrupted_EDUCATION,RENT_26,-2
51906,47,170000,RENT,9.0,MEDICAL,NA,2500000,11.12,0.15,N,11,0,corrupted_MEDICAL,RENT_47,9
51907,23,60000,RENT,7.0,VENTURE,C,6000,14.27,0.1,N,3,0,corrupted_VENTURE,RENT_23,-8
51908,30,95000,RENT,14.0,HOMEIMPROVEMENT,B,2000000,10.75,0.21,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_30,4
51909,23,30000,RENT,2.0,MEDICAL,A,12000,7.66,0.4,N,4,0,corrupted_MEDICAL,RENT_23,-3
51910,21,46400,RENT,2.0,MEDICAL,C,12000,12.53,0.25,N,4,0,corrupted_MEDICAL,RENT_21,0
51911,31,30000,RENT,3.0,DEBTCONSOLIDATION,B,10000,11.71,0.33,N,7,1,corrupted_DEBTCONSOLIDATION,RENT_31,3
51912,27,150000,RENT,5.0,VENTURE,B,2400000,11.36,0.16,N,5,0,corrupted_VENTURE,RENT_27,-2
51913,23,51000,RENT,5.0,MEDICAL,B,4750,12.42,0.09,N,2,0,corrupted_MEDICAL,RENT_23,-3
51914,25,87000,RENT,9.0,VENTURE,A,1500,8.49,0.02,N,3,0,corrupted_VENTURE,RENT_25,1
51915,21,35000,RENT,3.0,EDUCATION,A,7500,5.99,0.21,N,3,0,corrupted_EDUCATION,RENT_21,0
51916,26,90700,RENT,4.0,HOMEIMPROVEMENT,C,280000,14.17,0.03,N,4,0,corrupted_HOMEIMPROVEMENT,RENT_26,1
51917,31,36996,RENT,5.0,VENTURE,A,8000,7.51,0.22,N,5,0,corrupted_VENTURE,RENT_31,1
51918,26,33800,RENT,4.0,PERSONAL,A,15000,7.88,0.44,N,2,1,corrupted_PERSONAL,RENT_26,-3
51919,23,70000,RENT,0.0,EDUCATION,B,22000,9.76,0.31,N,3,1,corrupted_EDUCATION,RENT_23,1
51920,36,60000,RENT,0.0,PERSONAL,A,12000,5.79,0.2,N,14,0,corrupted_PERSONAL,RENT_36,11
51921,29,48000,RENT,4.0,HOMEIMPROVEMENT,A,7500,7.05,0.16,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_29,-7
51922,24,80040,RENT,3.0,EDUCATION,C,10000,13.99,0.12,N,3,1,corrupted_EDUCATION,RENT_24,-4
51923,28,50400,RENT,9.0,EDUCATION,B,2200000,9.91,0.43,N,10,0,corrupted_EDUCATION,RENT_28,7
51924,37,85000,RENT,16.0,EDUCATION,A,10000,7.51,0.12,N,16,0,corrupted_EDUCATION,RENT_37,6
51925,36,80000,RENT,6.0,EDUCATION,A,10000,6.17,0.13,N,15,0,corrupted_EDUCATION,RENT_36,-1
51926,24,110000,RENT,8.0,EDUCATION,B,1500000,11.49,0.14,N,4,0,corrupted_EDUCATION,RENT_24,-11
51927,60,60000,RENT,1.0,PERSONAL,C,14400,12.73,0.24,N,21,0,corrupted_PERSONAL,RENT_60,17
51928,28,46000,RENT,12.0,EDUCATION,B,4800,10.99,0.1,N,8,1,corrupted_EDUCATION,RENT_28,-13
51929,22,50000,RENT,7.0,MEDICAL,B,960000,10.37,0.19,N,4,0,corrupted_MEDICAL,RENT_22,-4
51930,23,74004,RENT,0.0,EDUCATION,D,25000,16.32,0.34,N,4,1,corrupted_EDUCATION,RENT_23,0
51931,28,33000,RENT,0.0,MEDICAL,C,10000,13.49,0.3,N,8,0,corrupted_MEDICAL,RENT_28,4
51932,26,80000,RENT,2.0,MEDICAL,B,10000,9.63,0.13,N,2,0,corrupted_MEDICAL,RENT_26,-6
51933,23,90000,RENT,5.0,PERSONAL,A,6000,6.03,0.07,N,2,0,corrupted_PERSONAL,RENT_23,0
51934,32,95000,RENT,3.0,VENTURE,A,625000,6.54,0.06,N,7,0,corrupted_VENTURE,RENT_32,5
51935,24,72000,RENT,5.0,VENTURE,A,20000,6.91,0.28,N,4,0,corrupted_VENTURE,RENT_24,-3
51936,29,25000,RENT,0.0,MEDICAL,B,100000,9.99,0.04,N,9,0,corrupted_MEDICAL,RENT_29,5
51937,29,30000,RENT,0.0,PERSONAL,B,420000,10.65,0.14,N,10,0,corrupted_PERSONAL,RENT_29,1
51938,25,32400,RENT,1.0,DEBTCONSOLIDATION,D,4000,14.09,0.12,N,2,1,corrupted_DEBTCONSOLIDATION,RENT_25,-8
51939,24,60000,RENT,7.0,DEBTCONSOLIDATION,B,13000,11.71,0.22,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_24,1
51940,23,30000,RENT,2.0,PERSONAL,A,10000,8.59,0.33,N,3,0,corrupted_PERSONAL,RENT_23,0
51941,23,80000,RENT,7.0,EDUCATION,B,7500,10.99,0.09,N,3,0,corrupted_EDUCATION,RENT_23,0
51942,29,60000,RENT,3.0,HOMEIMPROVEMENT,NA,2000000,13.48,0.33,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_29,7
51943,31,122000,RENT,4.0,HOMEIMPROVEMENT,NA,11200,13.22,0.09,N,8,0,corrupted_HOMEIMPROVEMENT,RENT_31,-2
51944,60,107000,RENT,3.0,PERSONAL,A,10000,6.54,0.09,N,24,0,corrupted_PERSONAL,RENT_60,16
51945,27,40000,RENT,0.0,PERSONAL,C,10000,12.53,0.25,N,5,0,corrupted_PERSONAL,RENT_27,-19
51946,34,40000,RENT,0.0,VENTURE,C,240000,13.49,0.06,N,9,0,corrupted_VENTURE,RENT_34,4
51947,22,45996,RENT,0.0,DEBTCONSOLIDATION,E,20000,16.0,0.43,N,3,1,corrupted_DEBTCONSOLIDATION,RENT_22,-6
51948,24,5000,RENT,0.0,EDUCATION,NA,1000,13.06,0.2,N,4,0,corrupted_EDUCATION,RENT_24,1
51949,28,83904,RENT,4.0,DEBTCONSOLIDATION,D,16000,16.07,0.19,N,9,1,corrupted_DEBTCONSOLIDATION,RENT_28,5
51950,23,24000,RENT,0.0,EDUCATION,B,400000,10.0,0.17,N,4,0,corrupted_EDUCATION,RENT_23,-5
51951,25,94000,RENT,2.0,HOMEIMPROVEMENT,B,5000,9.99,0.05,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_25,-2
51952,33,50000,RENT,5.0,PERSONAL,A,10000,7.88,0.2,N,9,0,corrupted_PERSONAL,RENT_33,7
51953,40,60000,RENT,1.0,PERSONAL,B,500000,11.14,0.08,N,17,0,corrupted_PERSONAL,RENT_40,8
51954,32,35000,RENT,3.0,PERSONAL,C,300000,13.61,0.09,N,8,0,corrupted_PERSONAL,RENT_32,-9
51955,23,36000,RENT,2.0,DEBTCONSOLIDATION,B,5000,11.71,0.14,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_23,-4
51956,25,48000,RENT,9.0,DEBTCONSOLIDATION,D,12000,16.0,0.24,N,4,1,corrupted_DEBTCONSOLIDATION,RENT_25,0
51957,28,63550,RENT,12.0,HOMEIMPROVEMENT,B,7000,12.42,0.11,N,8,0,corrupted_HOMEIMPROVEMENT,RENT_28,4
51958,28,60000,RENT,1.0,MEDICAL,C,4000,13.49,0.07,N,9,0,corrupted_MEDICAL,RENT_28,1
51959,23,50000,RENT,3.0,PERSONAL,NA,5500,13.99,0.11,N,3,0,corrupted_PERSONAL,RENT_23,-6
51960,29,50000,RENT,3.0,HOMEIMPROVEMENT,NA,1200000,9.25,0.24,N,8,0,corrupted_HOMEIMPROVEMENT,RENT_29,5
51961,26,55200,RENT,3.0,DEBTCONSOLIDATION,A,3000,6.76,0.05,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_26,-4
51962,23,47233,RENT,7.0,DEBTCONSOLIDATION,NA,5000,10.38,0.11,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_23,0
51963,25,93000,RENT,9.0,VENTURE,B,12000,10.62,0.13,N,3,0,corrupted_VENTURE,RENT_25,-1
51964,22,24996,RENT,2.0,VENTURE,C,350000,12.98,0.14,N,3,0,corrupted_VENTURE,RENT_22,0
51965,24,65000,RENT,8.0,PERSONAL,B,3000,11.36,0.05,N,3,0,corrupted_PERSONAL,RENT_24,0
51966,28,84000,RENT,12.0,VENTURE,B,12000,9.91,0.14,N,7,0,corrupted_VENTURE,RENT_28,4
51967,26,29000,RENT,1.0,MEDICAL,B,6000,10.74,0.21,N,4,1,corrupted_MEDICAL,RENT_26,-3
51968,25,32500,RENT,3.0,VENTURE,NA,1200000,8.49,0.37,N,4,1,corrupted_VENTURE,RENT_25,0
51969,39,39000,RENT,2.0,PERSONAL,B,900000,12.69,0.22,N,14,0,corrupted_PERSONAL,RENT_39,10
51970,24,85000,RENT,2.0,VENTURE,B,800000,10.38,0.09,N,2,0,corrupted_VENTURE,RENT_24,-12
51971,22,37000,RENT,3.0,EDUCATION,D,5000,18.25,0.13,N,2,0,corrupted_EDUCATION,RENT_22,0
51972,35,36000,RENT,2.0,MEDICAL,NA,6000,16.45,0.17,N,8,1,corrupted_MEDICAL,RENT_35,6
51973,22,60000,RENT,6.0,DEBTCONSOLIDATION,B,6000,11.99,0.1,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_22,-5
51974,38,54000,RENT,1.0,HOMEIMPROVEMENT,A,3000,7.9,0.06,N,11,0,corrupted_HOMEIMPROVEMENT,RENT_38,8
51975,31,150000,RENT,14.0,HOMEIMPROVEMENT,A,700000,7.49,0.05,N,5,0,corrupted_HOMEIMPROVEMENT,RENT_31,-6
51976,29,94000,RENT,13.0,DEBTCONSOLIDATION,A,15000,7.88,0.16,N,10,0,corrupted_DEBTCONSOLIDATION,RENT_29,5
51977,38,120000,RENT,2.0,MEDICAL,B,14400,9.91,0.12,N,16,0,corrupted_MEDICAL,RENT_38,6
51978,26,25200,RENT,2.0,VENTURE,A,1500,6.76,0.06,N,2,0,corrupted_VENTURE,RENT_26,-14
51979,27,72000,RENT,11.0,VENTURE,C,10000,13.57,0.14,N,5,0,corrupted_VENTURE,RENT_27,3
51980,22,27180,RENT,0.0,DEBTCONSOLIDATION,A,5500,5.99,0.2,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,-1
51981,24,70000,RENT,4.0,PERSONAL,NA,6000,10.99,0.09,N,4,0,corrupted_PERSONAL,RENT_24,0
51982,22,70000,RENT,2.0,DEBTCONSOLIDATION,A,10000,8.9,0.14,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,0
51983,24,108000,RENT,8.0,PERSONAL,D,1000000,16.77,0.1,N,2,1,corrupted_PERSONAL,RENT_24,-2
51984,23,84000,RENT,7.0,EDUCATION,C,12000,13.16,0.14,N,4,0,corrupted_EDUCATION,RENT_23,2
51985,29,45000,RENT,3.0,MEDICAL,C,600000,12.53,0.13,N,5,0,corrupted_MEDICAL,RENT_29,1
51986,28,55000,RENT,6.0,HOMEIMPROVEMENT,A,9000,7.29,0.16,N,8,0,corrupted_HOMEIMPROVEMENT,RENT_28,3
51987,25,50000,RENT,4.0,MEDICAL,C,8500,11.78,0.18,N,4,0,corrupted_MEDICAL,RENT_25,-4
51988,23,120000,RENT,7.0,MEDICAL,A,6000,5.42,0.05,N,2,0,corrupted_MEDICAL,RENT_23,-2
51989,24,50000,RENT,4.0,PERSONAL,B,8000,10.71,0.16,N,2,0,corrupted_PERSONAL,RENT_24,0
51990,33,45204,RENT,2.0,VENTURE,A,4000,7.14,0.09,N,5,0,corrupted_VENTURE,RENT_33,3
51991,22,75000,RENT,6.0,EDUCATION,B,6500,10.95,0.09,N,4,0,corrupted_EDUCATION,RENT_22,-1
51992,29,54000,RENT,13.0,DEBTCONSOLIDATION,A,13500,7.49,0.25,N,8,0,corrupted_DEBTCONSOLIDATION,RENT_29,4
51993,25,155000,RENT,9.0,PERSONAL,B,25000,9.91,0.16,N,4,0,corrupted_PERSONAL,RENT_25,-4
51994,24,78000,RENT,8.0,HOMEIMPROVEMENT,A,5000,5.42,0.06,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_24,-2
51995,25,54000,RENT,3.0,EDUCATION,C,8000,13.47,0.15,N,4,0,corrupted_EDUCATION,RENT_25,2
51996,24,60000,RENT,0.0,EDUCATION,B,8400,11.89,0.14,N,3,0,corrupted_EDUCATION,RENT_24,-1
51997,27,33000,RENT,2.0,VENTURE,C,6000,13.23,0.18,N,9,0,corrupted_VENTURE,RENT_27,6
51998,24,50000,RENT,8.0,PERSONAL,C,8000,13.61,0.16,N,4,0,corrupted_PERSONAL,RENT_24,-5
51999,28,110000,RENT,2.0,HOMEIMPROVEMENT,C,1075000,13.16,0.1,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_28,3
52000,31,60000,RENT,15.0,VENTURE,A,250000,7.29,0.04,N,6,0,corrupted_VENTURE,RENT_31,-1
52001,23,98004,RENT,2.0,DEBTCONSOLIDATION,A,12000,6.54,0.12,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_23,-2
52002,23,80796,RENT,7.0,EDUCATION,C,5000,12.68,0.06,N,3,0,corrupted_EDUCATION,RENT_23,-1
52003,25,80000,RENT,4.0,VENTURE,D,16000,16.49,0.2,N,3,0,corrupted_VENTURE,RENT_25,0
52004,23,30000,RENT,2.0,VENTURE,C,1450,14.27,0.05,N,4,0,corrupted_VENTURE,RENT_23,1
52005,23,45000,RENT,8.0,MEDICAL,A,1440000,6.62,0.32,N,2,0,corrupted_MEDICAL,RENT_23,-2
52006,33,40000,RENT,4.0,PERSONAL,A,10000,7.51,0.25,N,6,0,corrupted_PERSONAL,RENT_33,4
52007,28,70000,RENT,12.0,VENTURE,A,800000,6.99,0.11,N,10,0,corrupted_VENTURE,RENT_28,4
52008,39,54000,RENT,2.0,DEBTCONSOLIDATION,A,6000,7.88,0.11,N,11,0,corrupted_DEBTCONSOLIDATION,RENT_39,1
52009,22,33000,RENT,6.0,PERSONAL,A,6000,7.88,0.18,N,3,0,corrupted_PERSONAL,RENT_22,-8
52010,22,30000,RENT,6.0,DEBTCONSOLIDATION,A,750000,5.42,0.25,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_22,1
52011,26,45000,RENT,0.0,MEDICAL,A,4500,7.14,0.1,N,4,0,corrupted_MEDICAL,RENT_26,0
52012,23,130000,RENT,0.0,EDUCATION,C,5000,13.49,0.04,N,4,0,corrupted_EDUCATION,RENT_23,0
52013,22,78000,RENT,6.0,MEDICAL,C,12000,13.85,0.15,N,3,0,corrupted_MEDICAL,RENT_22,-1
52014,23,70000,RENT,7.0,DEBTCONSOLIDATION,A,5000,7.9,0.07,N,4,0,corrupted_DEBTCONSOLIDATION,RENT_23,1
52015,26,42000,RENT,3.0,EDUCATION,E,3000,17.99,0.07,N,3,0,corrupted_EDUCATION,RENT_26,-1
52016,22,65400,RENT,6.0,EDUCATION,NA,1400000,12.18,0.22,N,3,0,corrupted_EDUCATION,RENT_22,0
52017,30,65993,RENT,4.0,HOMEIMPROVEMENT,D,900000,14.96,0.14,N,10,0,corrupted_HOMEIMPROVEMENT,RENT_30,7
52018,33,51996,RENT,1.0,PERSONAL,NA,9600,14.74,0.18,N,10,0,corrupted_PERSONAL,RENT_33,0
52019,31,75000,RENT,0.0,EDUCATION,A,8400,6.92,0.11,N,5,0,corrupted_EDUCATION,RENT_31,-5
52020,35,110000,RENT,0.0,DEBTCONSOLIDATION,C,15000,12.98,0.14,N,6,0,corrupted_DEBTCONSOLIDATION,RENT_35,1
52021,23,26000,RENT,1.0,MEDICAL,C,3300,12.87,0.13,N,3,0,corrupted_MEDICAL,RENT_23,-3
52022,28,90000,RENT,5.0,DEBTCONSOLIDATION,B,5000,11.49,0.06,N,10,0,corrupted_DEBTCONSOLIDATION,RENT_28,7
52023,33,85000,RENT,2.0,DEBTCONSOLIDATION,B,7750,11.12,0.09,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_33,-3
52024,23,100000,RENT,7.0,VENTURE,C,8000,13.98,0.08,N,2,0,corrupted_VENTURE,RENT_23,-5
52025,22,24000,RENT,2.0,DEBTCONSOLIDATION,C,145000,13.22,0.06,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_22,0
52026,60,85000,RENT,2.0,PERSONAL,C,8000,13.23,0.09,N,27,0,corrupted_PERSONAL,RENT_60,25
52027,32,50000,RENT,2.0,MEDICAL,B,400000,11.86,0.08,N,8,0,corrupted_MEDICAL,RENT_32,-19
52028,26,83004,RENT,4.0,DEBTCONSOLIDATION,D,15000,16.29,0.18,N,2,1,corrupted_DEBTCONSOLIDATION,RENT_26,-6
52029,24,115000,RENT,3.0,HOMEIMPROVEMENT,B,25000,10.99,0.22,N,2,0,corrupted_HOMEIMPROVEMENT,RENT_24,0
52030,27,50000,RENT,5.0,HOMEIMPROVEMENT,B,5000,10.62,0.1,N,9,0,corrupted_HOMEIMPROVEMENT,RENT_27,7
52031,29,50000,RENT,13.0,MEDICAL,NA,6000,13.23,0.12,N,10,0,corrupted_MEDICAL,RENT_29,1
52032,25,70000,RENT,9.0,DEBTCONSOLIDATION,B,10000,10.65,0.14,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_25,-7
52033,23,70000,RENT,7.0,VENTURE,A,4000,5.42,0.06,N,2,0,corrupted_VENTURE,RENT_23,-1
52034,22,40000,RENT,4.0,MEDICAL,B,1000,11.49,0.03,N,4,0,corrupted_MEDICAL,RENT_22,2
52035,27,65000,RENT,7.0,PERSONAL,B,9000,12.69,0.14,N,6,0,corrupted_PERSONAL,RENT_27,2
52036,28,50000,RENT,4.0,DEBTCONSOLIDATION,NA,10000,10.75,0.2,N,7,0,corrupted_DEBTCONSOLIDATION,RENT_28,1
52037,22,30000,RENT,6.0,EDUCATION,A,2000,7.29,0.07,N,4,0,corrupted_EDUCATION,RENT_22,-3
52038,28,40000,RENT,12.0,MEDICAL,B,400000,9.91,0.1,N,9,0,corrupted_MEDICAL,RENT_28,5
52039,27,37076,RENT,2.0,PERSONAL,A,12000,8.49,0.32,N,8,1,corrupted_PERSONAL,RENT_27,-1
52040,31,34000,RENT,2.0,DEBTCONSOLIDATION,B,500000,10.62,0.15,N,9,0,corrupted_DEBTCONSOLIDATION,RENT_31,1
52041,23,56000,RENT,3.0,DEBTCONSOLIDATION,A,5000,5.79,0.09,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_23,-6
52042,28,75000,RENT,0.0,EDUCATION,B,600000,10.59,0.08,N,7,0,corrupted_EDUCATION,RENT_28,4
52043,32,50000,RENT,3.0,HOMEIMPROVEMENT,A,3000,7.51,0.06,N,7,0,corrupted_HOMEIMPROVEMENT,RENT_32,0
52044,22,42000,RENT,1.0,VENTURE,E,5000,16.45,0.12,N,2,1,corrupted_VENTURE,RENT_22,-5
52045,32,60000,RENT,17.0,VENTURE,B,26000,9.91,0.43,N,6,0,corrupted_VENTURE,RENT_32,4
52046,26,113000,RENT,10.0,PERSONAL,B,2500000,11.58,0.22,N,4,1,corrupted_PERSONAL,RENT_26,-2
52047,28,30000,RENT,3.0,EDUCATION,A,250000,7.51,0.08,N,5,0,corrupted_EDUCATION,RENT_28,1
52048,23,36000,RENT,0.0,VENTURE,A,5000,6.91,0.14,N,3,0,corrupted_VENTURE,RENT_23,-2
52049,31,46654,RENT,8.0,EDUCATION,A,17000,11.83,0.36,N,10,0,corrupted_EDUCATION,RENT_31,7
52050,30,49000,RENT,1.0,DEBTCONSOLIDATION,B,1200000,12.18,0.24,N,7,1,corrupted_DEBTCONSOLIDATION,RENT_30,-3
52051,26,90000,RENT,9.0,DEBTCONSOLIDATION,A,6500,7.14,0.07,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_26,-5
52052,27,68000,RENT,11.0,HOMEIMPROVEMENT,A,1075000,7.51,0.16,N,5,0,corrupted_HOMEIMPROVEMENT,RENT_27,3
52053,25,13000,RENT,0.0,DEBTCONSOLIDATION,B,5175,12.53,0.38,N,2,1,corrupted_DEBTCONSOLIDATION,RENT_25,-3
52054,36,30000,RENT,1.0,VENTURE,D,750000,13.24,0.24,N,11,0,corrupted_VENTURE,RENT_36,9
52055,22,60000,RENT,3.0,EDUCATION,B,10000,11.49,0.17,N,4,0,corrupted_EDUCATION,RENT_22,-7
52056,22,50000,RENT,0.0,EDUCATION,C,10000,13.23,0.2,N,4,0,corrupted_EDUCATION,RENT_22,0
52057,23,49668,RENT,3.0,DEBTCONSOLIDATION,C,12000,13.79,0.24,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,-2
52058,24,62000,RENT,0.0,DEBTCONSOLIDATION,A,7000,8.0,0.11,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_24,1
52059,23,24000,RENT,7.0,PERSONAL,B,4275,11.86,0.17,N,4,0,corrupted_PERSONAL,RENT_23,1
52060,23,37000,RENT,2.0,DEBTCONSOLIDATION,NA,8400,6.91,0.23,N,3,0,corrupted_DEBTCONSOLIDATION,RENT_23,-1
52061,23,60000,RENT,7.0,EDUCATION,NA,1000000,11.14,0.17,N,3,0,corrupted_EDUCATION,RENT_23,0
52062,23,50000,RENT,4.0,DEBTCONSOLIDATION,NA,4000,11.49,0.08,N,2,0,corrupted_DEBTCONSOLIDATION,RENT_23,-1
52063,29,61250,RENT,10.0,VENTURE,NA,5200,12.53,0.08,N,7,0,corrupted_VENTURE,RENT_29,5
52064,25,100000,RENT,10.0,EDUCATION,B,4800,9.63,0.05,N,3,0,corrupted_EDUCATION,RENT_25,-4
52065,25,40000,RENT,9.0,VENTURE,A,600000,8.49,0.15,N,4,0,corrupted_VENTURE,RENT_25,1
52066,23,52000,RENT,7.0,EDUCATION,B,10000,11.49,0.19,N,2,0,corrupted_EDUCATION,RENT_23,-2
52067,23,40000,RENT,3.0,MEDICAL,C,12000,13.35,0.3,N,4,0,corrupted_MEDICAL,RENT_23,2
52068,31,85000,RENT,2.0,VENTURE,A,12000,8.9,0.14,N,8,0,corrupted_VENTURE,RENT_31,4
52069,24,50000,RENT,8.0,PERSONAL,A,10000,7.49,0.2,N,4,0,corrupted_PERSONAL,RENT_24,-4
52070,22,60000,RENT,2.0,PERSONAL,C,7000,12.84,0.12,N,2,0,corrupted_PERSONAL,RENT_22,-2
52071,28,65000,RENT,12.0,HOMEIMPROVEMENT,B,17000,11.86,0.25,N,9,0,corrupted_HOMEIMPROVEMENT,RENT_28,7
52072,25,30000,RENT,0.0,MEDICAL,D,1000000,14.46,0.33,N,2,1,corrupted_MEDICAL,RENT_25,-7
52073,26,40000,RENT,10.0,EDUCATION,A,10000,6.99,0.25,N,2,0,corrupted_EDUCATION,RENT_26,0
