id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,interest_rate_tier
54878,22,52000,MORTGAGE,6.0,EDUCATION,B,16000,11.99,0.31,N,4,0,Medium Rate
54879,25,103000,RENT,8.0,DEBTCONSOLIDATION,D,7500,16.77,0.07,N,2,1,Medium Rate
54880,30,67000,RENT,2.0,HOMEIMPROVEMENT,B,20000,11.11,0.3,N,8,0,Medium Rate
54881,22,38000,RENT,2.0,DEBTCONSOLIDATION,B,3000,11.48,0.08,N,3,0,Medium Rate
54882,28,20000,RENT,0.0,PERSONAL,E,5000,16.32,0.25,Y,7,1,Medium Rate
54883,29,29000,RENT,0.0,EDUCATION,B,6000,12.69,0.21,N,10,1,Medium Rate
54884,39,60000,RENT,0.0,EDUCATION,C,15000,13.22,0.25,N,15,0,Medium Rate
54885,28,30000,MORTGAGE,4.0,VENTURE,B,3000,11.49,0.1,N,9,0,Medium Rate
54886,24,95000,RENT,5.0,DEBTCONSOLIDATION,B,6600,10.99,0.07,N,4,0,Medium Rate
54887,26,36000,RENT,0.0,DEBTCONSOLIDATION,C,5000,14.26,0.14,N,3,0,Medium Rate
54888,24,80000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,15000,10.59,0.19,N,3,0,Medium Rate
54889,27,68000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,15700,7.9,0.23,N,7,0,Low Rate
54890,22,40000,RENT,3.0,DEBTCONSOLIDATION,C,5600,13.85,0.14,N,2,0,Medium Rate
54891,22,43108,MORTGAGE,2.0,VENTURE,C,12000,13.23,0.27,N,4,0,Medium Rate
54892,21,80000,MORTGAGE,0.0,EDUCATION,B,7000,11.26,0.09,N,3,0,Medium Rate
54893,25,60000,OWN,0.0,MEDICAL,D,3600,17.58,0.06,Y,2,0,Medium Rate
54894,28,60000,MORTGAGE,3.0,PERSONAL,A,5000,8.49,0.08,N,9,0,Low Rate
54895,54,225000,RENT,12.0,DEBTCONSOLIDATION,A,7000,7.49,0.03,N,20,0,Low Rate
54896,22,19200,RENT,0.0,VENTURE,A,2000,8.59,0.1,N,3,0,Low Rate
54897,28,31200,MORTGAGE,1.0,DEBTCONSOLIDATION,B,9000,11.83,0.32,N,10,0,Medium Rate
54898,22,26400,MORTGAGE,0.0,PERSONAL,B,1000,11.71,0.04,N,2,1,Medium Rate
54899,24,54000,RENT,2.0,VENTURE,C,13000,12.53,0.24,N,2,0,Medium Rate
54900,37,58000,RENT,0.0,VENTURE,B,13750,10.75,0.24,N,16,0,Medium Rate
54901,22,30000,RENT,6.0,MEDICAL,D,10000,15.21,0.33,Y,3,1,Medium Rate
54902,22,50000,OWN,5.0,VENTURE,A,15000,7.88,0.3,N,2,0,Low Rate
54903,53,42000,RENT,1.0,PERSONAL,C,2000,12.87,0.05,N,26,0,Medium Rate
54904,23,70000,MORTGAGE,5.0,VENTURE,B,10000,12.18,0.14,N,4,0,Medium Rate
54905,26,30000,RENT,2.0,DEBTCONSOLIDATION,B,8000,12.18,0.27,N,2,0,Medium Rate
54906,22,72000,MORTGAGE,6.0,VENTURE,B,5000,9.99,0.07,N,2,0,Low Rate
54907,23,75000,RENT,0.0,PERSONAL,A,9250,7.9,0.12,N,4,0,Low Rate
54908,25,130000,MORTGAGE,6.0,EDUCATION,C,4000,13.49,0.03,Y,3,0,Medium Rate
54909,27,35000,OWN,3.0,EDUCATION,A,10000,7.66,0.29,N,9,0,Low Rate
54910,24,60000,OWN,1.0,PERSONAL,D,15000,15.37,0.25,Y,3,0,Medium Rate
54911,30,36000,RENT,0.0,PERSONAL,A,7000,8.94,0.19,N,6,0,Low Rate
54912,28,175000,MORTGAGE,7.0,PERSONAL,C,23000,14.65,0.14,Y,7,0,Medium Rate
54913,27,46000,OWN,3.0,PERSONAL,B,3000,10.99,0.07,N,5,0,Medium Rate
54914,27,40000,RENT,1.0,DEBTCONSOLIDATION,A,1500,7.68,0.04,N,8,0,Low Rate
54915,29,19200,RENT,0.0,MEDICAL,A,2000,6.17,0.1,N,5,0,Low Rate
54916,42,87600,MORTGAGE,3.0,EDUCATION,B,10000,11.99,0.11,N,12,0,Medium Rate
54917,26,65000,MORTGAGE,10.0,DEBTCONSOLIDATION,A,7500,6.99,0.12,N,3,0,Low Rate
54918,21,26000,RENT,1.0,MEDICAL,B,5600,10.99,0.22,N,3,0,Medium Rate
54919,23,61100,MORTGAGE,7.0,DEBTCONSOLIDATION,C,25000,13.43,0.41,N,3,1,Medium Rate
54920,32,109200,MORTGAGE,10.0,MEDICAL,A,2300,7.9,0.02,N,7,0,Low Rate
54921,23,48000,MORTGAGE,4.0,VENTURE,C,16700,12.61,0.37,Y,3,0,Medium Rate
54922,23,57500,RENT,0.0,VENTURE,E,3000,17.93,0.05,Y,3,1,Medium Rate
54923,28,45000,MORTGAGE,10.0,VENTURE,C,11400,12.53,0.26,N,7,0,Medium Rate
54924,28,50000,RENT,4.0,EDUCATION,B,15000,10.37,0.3,N,6,0,Medium Rate
54925,22,50000,RENT,6.0,DEBTCONSOLIDATION,A,10000,6.17,0.2,N,4,0,Low Rate
54926,22,61000,RENT,6.0,DEBTCONSOLIDATION,A,2000,7.9,0.03,N,3,0,Low Rate
54927,26,85000,RENT,3.0,PERSONAL,B,8400,12.21,0.11,N,3,0,Medium Rate
54928,22,72000,MORTGAGE,4.0,EDUCATION,C,8000,13.72,0.11,Y,3,0,Medium Rate
54929,35,42000,RENT,6.0,MEDICAL,C,3000,13.23,0.07,N,7,0,Medium Rate
54930,34,51000,RENT,8.0,PERSONAL,B,20000,10.25,0.39,N,8,1,Medium Rate
54931,23,38000,RENT,7.0,DEBTCONSOLIDATION,C,5600,13.23,0.15,Y,2,0,Medium Rate
54932,27,60000,OWN,4.0,VENTURE,A,5000,7.49,0.08,N,9,0,Low Rate
54933,25,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,2500,9.91,0.07,N,3,0,Low Rate
54934,37,70000,RENT,1.0,EDUCATION,B,6000,11.71,0.09,N,14,0,Medium Rate
54935,26,70000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,8000,17.49,0.11,N,3,1,Medium Rate
54936,27,60000,RENT,8.0,PERSONAL,B,5600,10.99,0.09,N,6,0,Medium Rate
54937,23,69500,RENT,7.0,VENTURE,C,12000,13.23,0.17,N,4,0,Medium Rate
54938,29,96339,MORTGAGE,11.0,EDUCATION,A,11100,7.29,0.12,N,7,0,Low Rate
54939,25,43200,RENT,6.0,EDUCATION,C,1200,13.8,0.03,N,3,1,Medium Rate
54940,21,44000,MORTGAGE,5.0,PERSONAL,B,6000,11.71,0.14,N,2,1,Medium Rate
54941,47,45000,RENT,3.0,DEBTCONSOLIDATION,B,6000,10.0,0.13,N,16,0,Medium Rate
54942,32,105000,RENT,3.0,HOMEIMPROVEMENT,C,10000,12.68,0.1,Y,7,0,Medium Rate
54943,32,50000,MORTGAGE,3.0,PERSONAL,B,10000,10.38,0.2,N,9,0,Medium Rate
54944,28,46000,RENT,0.0,DEBTCONSOLIDATION,C,4700,15.96,0.1,N,8,0,Medium Rate
54945,34,60000,MORTGAGE,5.0,MEDICAL,A,15000,7.88,0.25,N,10,0,Low Rate
54946,36,130000,MORTGAGE,2.0,HOMEIMPROVEMENT,D,25000,15.31,0.19,Y,16,0,Medium Rate
54947,24,52000,RENT,8.0,DEBTCONSOLIDATION,B,5000,12.69,0.1,N,2,0,Medium Rate
54948,34,32000,RENT,2.0,DEBTCONSOLIDATION,B,15000,10.99,0.47,N,6,1,Medium Rate
54949,25,60000,RENT,9.0,DEBTCONSOLIDATION,B,3000,10.25,0.05,N,4,0,Medium Rate
54950,23,47500,RENT,0.0,EDUCATION,C,7000,12.84,0.14,N,3,1,Medium Rate
54951,26,36000,RENT,7.0,MEDICAL,B,15000,10.62,0.4,N,4,1,Medium Rate
54952,30,60000,RENT,6.0,HOMEIMPROVEMENT,B,4800,10.0,0.08,N,7,0,Medium Rate
54953,26,90000,MORTGAGE,10.0,MEDICAL,A,8000,7.49,0.09,N,3,0,Low Rate
54954,22,45000,RENT,3.0,MEDICAL,B,5400,9.88,0.12,N,4,0,Low Rate
54955,27,44000,RENT,5.0,EDUCATION,D,6000,14.96,0.14,Y,6,1,Medium Rate
54956,37,39000,RENT,2.0,EDUCATION,B,4000,11.86,0.1,N,15,1,Medium Rate
54957,30,50000,MORTGAGE,14.0,PERSONAL,B,15000,9.91,0.3,N,9,0,Low Rate
54958,30,65000,MORTGAGE,2.0,VENTURE,B,15000,11.12,0.23,N,6,0,Medium Rate
54959,25,132000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,20000,7.9,0.15,N,4,0,Low Rate
54960,28,25000,RENT,4.0,MEDICAL,C,8000,13.79,0.32,N,7,1,Medium Rate
54961,42,96996,MORTGAGE,26.0,PERSONAL,B,1800,9.99,0.02,N,14,0,Low Rate
54962,29,54000,MORTGAGE,5.0,EDUCATION,A,10000,5.99,0.19,N,7,0,Low Rate
54963,27,60000,RENT,1.0,VENTURE,C,10000,13.22,0.17,N,9,0,Medium Rate
54964,22,72500,RENT,3.0,DEBTCONSOLIDATION,C,5000,13.49,0.07,Y,2,0,Medium Rate
54965,23,87000,MORTGAGE,7.0,EDUCATION,B,25000,11.86,0.29,N,4,0,Medium Rate
54966,27,40000,RENT,4.0,PERSONAL,C,12000,13.48,0.3,N,5,0,Medium Rate
54967,35,49800,RENT,2.0,PERSONAL,A,3000,7.88,0.06,N,8,0,Low Rate
54968,23,52000,RENT,2.0,DEBTCONSOLIDATION,C,6000,12.53,0.12,N,4,0,Medium Rate
54969,34,60000,RENT,6.0,VENTURE,B,10000,10.0,0.17,N,10,0,Medium Rate
54970,23,65000,RENT,0.0,EDUCATION,B,6000,10.65,0.09,N,3,0,Medium Rate
54971,23,35900,RENT,3.0,DEBTCONSOLIDATION,A,6000,7.88,0.17,N,3,0,Low Rate
54972,28,70000,RENT,5.0,EDUCATION,B,13000,11.89,0.19,N,5,0,Medium Rate
54973,26,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7500,11.78,0.25,N,3,0,Medium Rate
54974,23,53922,RENT,3.0,VENTURE,B,5000,11.36,0.09,N,3,0,Medium Rate
54975,26,75000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,6.92,0.16,N,4,0,Low Rate
54976,28,52000,RENT,0.0,EDUCATION,B,7000,10.65,0.13,N,6,0,Medium Rate
54977,49,150000,OWN,6.0,HOMEIMPROVEMENT,B,5000,10.99,0.03,N,16,0,Medium Rate
54978,31,60000,RENT,1.0,VENTURE,C,7500,11.34,0.13,Y,9,0,Medium Rate
54979,32,80000,RENT,5.0,MEDICAL,B,7000,10.99,0.09,N,7,0,Medium Rate
54980,28,130000,MORTGAGE,2.0,MEDICAL,B,6000,10.75,0.05,N,9,0,Medium Rate
54981,23,45000,RENT,1.0,VENTURE,C,10000,13.11,0.22,Y,2,0,Medium Rate
54982,23,44000,RENT,7.0,EDUCATION,C,14000,13.48,0.32,Y,3,1,Medium Rate
54983,25,90000,RENT,0.0,DEBTCONSOLIDATION,C,20000,13.16,0.22,Y,4,0,Medium Rate
54984,33,100000,MORTGAGE,2.0,EDUCATION,A,14400,7.51,0.14,N,10,0,Low Rate
54985,28,50000,MORTGAGE,2.0,EDUCATION,A,12000,8.59,0.24,N,7,0,Low Rate
54986,23,96000,MORTGAGE,7.0,VENTURE,D,25000,14.54,0.26,Y,4,1,Medium Rate
54987,26,200000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,35000,11.48,0.17,N,3,0,Medium Rate
54988,22,60000,MORTGAGE,6.0,MEDICAL,A,6000,5.99,0.1,N,3,0,Low Rate
54989,47,56000,MORTGAGE,2.0,EDUCATION,A,5000,7.14,0.09,N,11,0,Low Rate
54990,30,85000,MORTGAGE,13.0,EDUCATION,A,10000,6.62,0.12,N,9,0,Low Rate
54991,22,121352,MORTGAGE,6.0,PERSONAL,B,7750,10.37,0.06,N,2,0,Medium Rate
54992,53,110000,OWN,6.0,VENTURE,C,25000,14.35,0.23,Y,30,0,Medium Rate
54993,22,90000,RENT,5.0,PERSONAL,B,6000,10.59,0.07,N,4,0,Medium Rate
54994,33,60000,MORTGAGE,17.0,HOMEIMPROVEMENT,D,16800,15.95,0.29,N,6,0,Medium Rate
54995,33,87500,RENT,6.0,PERSONAL,B,1600,9.88,0.02,N,7,0,Low Rate
54996,21,28800,MORTGAGE,5.0,EDUCATION,A,6000,7.29,0.21,N,4,0,Low Rate
54997,26,40000,RENT,2.0,VENTURE,A,3500,8.0,0.09,N,3,0,Low Rate
54998,25,30000,RENT,9.0,EDUCATION,A,8875,5.42,0.3,N,4,0,Low Rate
54999,28,66000,MORTGAGE,9.0,VENTURE,A,6000,8.9,0.09,N,9,0,Low Rate
55000,23,60000,RENT,1.0,PERSONAL,B,8000,11.71,0.13,N,2,0,Medium Rate
55001,22,50000,RENT,6.0,EDUCATION,B,12000,9.91,0.24,N,2,0,Low Rate
55002,36,35004,RENT,4.0,MEDICAL,C,11400,12.98,0.3,Y,13,0,Medium Rate
55003,22,40000,MORTGAGE,6.0,MEDICAL,B,6000,11.99,0.15,N,2,0,Medium Rate
55004,23,45000,RENT,4.0,EDUCATION,A,14000,6.17,0.32,N,4,1,Low Rate
55005,33,60000,MORTGAGE,17.0,EDUCATION,A,2500,7.49,0.04,N,5,0,Low Rate
55006,22,50000,OWN,6.0,EDUCATION,A,8000,7.49,0.16,N,4,0,Low Rate
55007,22,34000,RENT,0.0,DEBTCONSOLIDATION,B,2400,12.21,0.07,N,4,1,Medium Rate
55008,22,34068,OWN,6.0,VENTURE,B,4500,11.71,0.13,N,4,0,Medium Rate
55009,37,55000,RENT,1.0,EDUCATION,C,10000,13.48,0.18,N,13,0,Medium Rate
55010,38,95000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,15000,10.37,0.16,N,11,0,Medium Rate
55011,27,85000,RENT,11.0,DEBTCONSOLIDATION,A,3600,6.99,0.04,N,6,0,Low Rate
55012,22,90000,MORTGAGE,6.0,PERSONAL,A,7500,6.62,0.08,N,2,0,Low Rate
55013,23,65000,MORTGAGE,4.0,MEDICAL,A,6000,7.49,0.09,N,2,0,Low Rate
55014,24,60000,MORTGAGE,0.0,EDUCATION,A,8000,8.0,0.13,N,2,0,Low Rate
55015,33,66000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3500,11.99,0.05,N,10,0,Medium Rate
55016,29,38000,RENT,2.0,EDUCATION,B,10000,11.26,0.26,N,9,0,Medium Rate
55017,33,80000,MORTGAGE,4.0,PERSONAL,A,5000,7.49,0.06,N,9,0,Low Rate
55018,31,85000,MORTGAGE,1.0,VENTURE,B,12000,10.65,0.14,N,5,0,Medium Rate
55019,25,27600,RENT,9.0,DEBTCONSOLIDATION,A,5175,7.9,0.2,N,2,0,Low Rate
55020,30,140000,MORTGAGE,0.0,PERSONAL,C,25000,13.49,0.18,Y,7,0,Medium Rate
55021,27,62201,RENT,3.0,DEBTCONSOLIDATION,B,9000,12.53,0.14,N,5,0,Medium Rate
55022,22,52000,MORTGAGE,7.0,VENTURE,B,10000,9.88,0.19,N,3,0,Low Rate
55023,25,95000,MORTGAGE,9.0,PERSONAL,B,15000,11.12,0.16,N,4,0,Medium Rate
55024,22,25200,RENT,0.0,DEBTCONSOLIDATION,C,4000,13.11,0.16,Y,3,0,Medium Rate
55025,30,35000,OWN,4.0,MEDICAL,C,5000,14.79,0.14,N,8,0,Medium Rate
55026,27,72000,MORTGAGE,11.0,EDUCATION,A,10000,7.51,0.14,N,6,0,Low Rate
55027,36,36140,RENT,0.0,PERSONAL,C,2800,12.68,0.08,Y,16,1,Medium Rate
55028,24,59000,RENT,3.0,MEDICAL,B,4500,9.25,0.08,N,3,0,Low Rate
55029,27,42000,RENT,0.0,MEDICAL,B,3000,11.11,0.07,N,8,0,Medium Rate
55030,22,50000,MORTGAGE,2.0,VENTURE,A,10000,7.49,0.2,N,3,0,Low Rate
55031,34,66901,MORTGAGE,13.0,EDUCATION,C,9000,13.92,0.13,N,5,0,Medium Rate
55032,46,77604,RENT,1.0,EDUCATION,C,6500,12.87,0.08,Y,16,0,Medium Rate
55033,21,48000,RENT,2.0,PERSONAL,B,10000,12.18,0.21,N,3,0,Medium Rate
55034,30,90000,MORTGAGE,7.0,PERSONAL,B,25000,12.18,0.28,N,9,0,Medium Rate
55035,24,50000,RENT,8.0,HOMEIMPROVEMENT,D,9000,16.89,0.19,N,2,0,Medium Rate
55036,22,30000,RENT,1.0,PERSONAL,B,3000,10.99,0.1,N,4,0,Medium Rate
55037,22,40000,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.37,0.1,N,2,0,Medium Rate
55038,26,75000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,15000,7.88,0.2,N,4,0,Low Rate
55039,30,60000,MORTGAGE,7.0,EDUCATION,B,15000,11.11,0.25,N,8,0,Medium Rate
55040,26,95000,RENT,2.0,EDUCATION,A,12000,7.29,0.13,N,3,0,Low Rate
55041,41,54000,RENT,2.0,HOMEIMPROVEMENT,D,15000,14.54,0.28,N,16,1,Medium Rate
55042,25,72000,RENT,3.0,EDUCATION,C,20000,13.47,0.28,N,4,0,Medium Rate
55043,39,38500,RENT,2.0,PERSONAL,B,6500,11.14,0.18,N,13,0,Medium Rate
55044,52,57000,RENT,1.0,PERSONAL,C,12000,13.49,0.21,N,25,0,Medium Rate
55045,26,141000,RENT,1.0,VENTURE,B,10000,11.89,0.07,N,3,1,Medium Rate
55046,36,125000,MORTGAGE,2.0,PERSONAL,A,10000,7.51,0.08,N,15,0,Low Rate
55047,29,27000,RENT,0.0,MEDICAL,A,6000,7.14,0.22,N,9,0,Low Rate
55048,23,67000,MORTGAGE,7.0,MEDICAL,A,10000,7.14,0.15,N,3,0,Low Rate
55049,26,56605,MORTGAGE,10.0,MEDICAL,B,16000,10.99,0.27,N,4,0,Medium Rate
55050,22,30000,RENT,0.0,PERSONAL,D,5000,14.96,0.17,Y,2,1,Medium Rate
55051,27,55000,RENT,0.0,DEBTCONSOLIDATION,B,20000,12.21,0.36,N,10,1,Medium Rate
55052,25,53000,RENT,3.0,EDUCATION,B,5000,10.62,0.09,N,4,0,Medium Rate
55053,29,55000,RENT,3.0,DEBTCONSOLIDATION,B,12000,10.99,0.22,N,9,0,Medium Rate
55054,23,42000,RENT,7.0,DEBTCONSOLIDATION,C,12500,14.72,0.3,Y,4,0,Medium Rate
55055,23,90000,MORTGAGE,0.0,PERSONAL,B,15000,10.25,0.17,N,2,0,Medium Rate
55056,31,90000,RENT,0.0,HOMEIMPROVEMENT,D,4800,15.65,0.05,Y,9,1,Medium Rate
55057,36,85000,MORTGAGE,4.0,EDUCATION,C,10000,13.49,0.12,Y,13,0,Medium Rate
55058,30,72000,RENT,1.0,HOMEIMPROVEMENT,C,8000,13.48,0.11,Y,6,0,Medium Rate
55059,31,60000,MORTGAGE,10.0,MEDICAL,B,6000,11.71,0.1,N,8,0,Medium Rate
55060,29,60000,RENT,6.0,PERSONAL,A,16000,7.88,0.27,N,7,0,Low Rate
55061,32,38000,RENT,2.0,VENTURE,A,10000,7.51,0.26,N,7,0,Low Rate
55062,24,39000,RENT,1.0,VENTURE,C,9600,13.79,0.25,N,4,1,Medium Rate
55063,31,96000,MORTGAGE,1.0,EDUCATION,C,8000,11.66,0.08,Y,9,0,Medium Rate
55064,23,50952,RENT,2.0,EDUCATION,B,4000,11.86,0.08,N,4,0,Medium Rate
55065,23,108000,RENT,7.0,VENTURE,D,4500,16.02,0.04,N,4,0,Medium Rate
55066,22,53000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,7000,6.03,0.13,N,2,0,Low Rate
55067,28,36000,RENT,12.0,VENTURE,A,15000,6.62,0.42,N,7,1,Low Rate
55068,22,55000,MORTGAGE,6.0,EDUCATION,B,8000,11.49,0.15,N,2,0,Medium Rate
55069,23,52000,OWN,7.0,MEDICAL,A,3000,7.25,0.06,N,2,0,Low Rate
55070,26,63000,RENT,9.0,EDUCATION,C,2500,14.72,0.04,N,2,0,Medium Rate
55071,28,60000,RENT,5.0,MEDICAL,B,5500,10.65,0.09,N,10,0,Medium Rate
55072,27,70000,MORTGAGE,0.0,EDUCATION,B,8000,11.49,0.11,N,6,0,Medium Rate
55073,23,51000,RENT,1.0,VENTURE,B,7200,9.91,0.15,N,3,0,Low Rate
55074,34,63000,MORTGAGE,3.0,EDUCATION,B,20000,10.99,0.32,N,7,0,Medium Rate
55075,21,70000,MORTGAGE,5.0,MEDICAL,A,15000,7.49,0.21,N,3,0,Low Rate
55076,25,50000,RENT,3.0,DEBTCONSOLIDATION,C,5000,12.73,0.1,N,3,0,Medium Rate
55077,27,36000,RENT,4.0,PERSONAL,B,6000,11.49,0.17,N,7,0,Medium Rate
55078,24,72800,MORTGAGE,8.0,PERSONAL,C,11200,13.79,0.15,N,3,0,Medium Rate
55079,21,45000,RENT,5.0,PERSONAL,B,6500,10.74,0.14,N,3,0,Medium Rate
55080,25,73000,MORTGAGE,2.0,PERSONAL,B,10000,9.88,0.14,N,2,0,Low Rate
55081,28,21600,RENT,2.0,DEBTCONSOLIDATION,B,4000,12.18,0.19,N,6,1,Medium Rate
55082,35,48000,RENT,7.0,MEDICAL,C,15000,13.98,0.31,Y,8,0,Medium Rate
55083,31,60000,RENT,4.0,VENTURE,C,5000,13.98,0.08,Y,6,0,Medium Rate
55084,36,80000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,10.59,0.19,N,12,0,Medium Rate
55085,33,55000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5000,7.49,0.09,N,10,0,Low Rate
55086,27,42000,OWN,0.0,EDUCATION,A,3250,8.49,0.08,N,5,0,Low Rate
55087,45,110000,RENT,7.0,MEDICAL,B,13000,9.33,0.12,N,11,0,Low Rate
55088,25,60000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,10000,13.49,0.17,N,2,0,Medium Rate
55089,33,47000,RENT,7.0,PERSONAL,B,8000,9.96,0.17,N,5,0,Low Rate
55090,28,52273,RENT,11.0,EDUCATION,B,5000,10.99,0.1,N,8,0,Medium Rate
55091,26,31000,RENT,2.0,MEDICAL,B,8000,11.26,0.26,N,3,0,Medium Rate
55092,36,38160,MORTGAGE,2.0,DEBTCONSOLIDATION,B,6000,10.25,0.16,N,12,0,Medium Rate
55093,24,62000,RENT,3.0,VENTURE,A,12000,6.62,0.19,N,2,0,Low Rate
55094,22,60000,MORTGAGE,7.0,EDUCATION,B,8000,10.0,0.13,N,2,0,Medium Rate
55095,28,70000,RENT,2.0,MEDICAL,B,15000,12.18,0.21,N,10,0,Medium Rate
55096,27,60000,MORTGAGE,3.0,VENTURE,A,4000,7.68,0.07,N,7,0,Low Rate
55097,21,35000,RENT,0.0,MEDICAL,B,3000,10.0,0.09,N,4,0,Medium Rate
55098,26,40000,RENT,1.0,DEBTCONSOLIDATION,B,6000,10.99,0.15,N,2,0,Medium Rate
55099,27,125000,OWN,1.0,EDUCATION,B,7500,11.83,0.06,N,9,0,Medium Rate
55100,29,115000,MORTGAGE,3.0,PERSONAL,C,10000,14.27,0.09,N,5,0,Medium Rate
55101,37,80000,MORTGAGE,3.0,HOMEIMPROVEMENT,D,25000,15.21,0.31,N,16,0,Medium Rate
55102,26,67500,RENT,0.0,VENTURE,B,8000,10.65,0.12,N,2,0,Medium Rate
55103,23,44000,RENT,2.0,EDUCATION,C,4000,15.23,0.09,N,3,0,Medium Rate
55104,30,110000,MORTGAGE,0.0,EDUCATION,A,18500,7.49,0.17,N,8,0,Low Rate
55105,36,50000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,6000,7.14,0.12,N,13,0,Low Rate
55106,25,35000,RENT,3.0,HOMEIMPROVEMENT,D,3500,14.54,0.1,Y,4,1,Medium Rate
55107,23,81960,RENT,7.0,VENTURE,B,9600,10.62,0.12,N,3,0,Medium Rate
55108,32,50000,RENT,4.0,PERSONAL,E,4000,16.45,0.08,N,6,0,Medium Rate
55109,31,132000,RENT,1.0,HOMEIMPROVEMENT,B,11200,10.99,0.08,N,7,0,Medium Rate
55110,23,45000,RENT,7.0,MEDICAL,A,6000,7.49,0.13,N,3,0,Low Rate
55111,29,24000,RENT,0.0,VENTURE,B,1500,11.49,0.06,N,7,0,Medium Rate
55112,24,60000,OWN,3.0,VENTURE,B,20000,10.74,0.33,N,3,0,Medium Rate
55113,24,70000,RENT,8.0,EDUCATION,B,12000,10.75,0.17,N,3,0,Medium Rate
55114,30,84996,MORTGAGE,13.0,MEDICAL,A,8000,6.03,0.09,N,9,0,Low Rate
55115,30,62400,MORTGAGE,2.0,PERSONAL,D,12000,14.96,0.19,N,7,0,Medium Rate
55116,34,30000,RENT,2.0,VENTURE,A,5000,7.51,0.17,N,10,0,Low Rate
55117,28,38000,RENT,0.0,DEBTCONSOLIDATION,A,3500,5.42,0.09,N,10,0,Low Rate
55118,25,40000,RENT,5.0,DEBTCONSOLIDATION,A,5000,7.29,0.13,N,2,0,Low Rate
55119,32,75000,MORTGAGE,1.0,PERSONAL,A,10000,5.79,0.13,N,10,0,Low Rate
55120,22,250000,MORTGAGE,4.0,EDUCATION,A,10000,7.51,0.04,N,3,0,Low Rate
55121,25,52000,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.99,0.23,N,2,0,Medium Rate
55122,22,30000,RENT,1.0,VENTURE,D,5600,16.77,0.19,N,4,1,Medium Rate
55123,24,56000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,13000,6.91,0.23,N,2,0,Low Rate
55124,23,43200,RENT,6.0,MEDICAL,B,3600,11.11,0.08,N,3,0,Medium Rate
55125,36,138000,MORTGAGE,17.0,VENTURE,A,5000,5.42,0.04,N,17,0,Low Rate
55126,25,55000,MORTGAGE,9.0,PERSONAL,B,7000,11.71,0.13,N,2,0,Medium Rate
55127,27,32000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,5.42,0.31,N,7,0,Low Rate
55128,21,70000,RENT,5.0,PERSONAL,A,12500,6.91,0.18,N,2,0,Low Rate
55129,23,30000,RENT,3.0,MEDICAL,D,6000,15.99,0.2,Y,2,1,Medium Rate
55130,37,60000,RENT,11.0,PERSONAL,B,25000,10.99,0.42,N,12,1,Medium Rate
55131,22,70000,RENT,5.0,PERSONAL,A,10000,7.29,0.14,N,2,0,Low Rate
55132,30,29000,RENT,0.0,MEDICAL,D,5000,15.33,0.17,Y,8,1,Medium Rate
55133,25,45000,OWN,1.0,EDUCATION,B,10000,11.71,0.22,N,3,0,Medium Rate
55134,22,56000,RENT,1.0,MEDICAL,D,10000,14.11,0.18,Y,4,1,Medium Rate
55135,32,59363,RENT,2.0,PERSONAL,C,6000,13.92,0.1,Y,7,0,Medium Rate
55136,24,85000,RENT,0.0,PERSONAL,A,24000,7.49,0.28,N,3,0,Low Rate
55137,24,54000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,5000,6.62,0.09,N,2,0,Low Rate
55138,23,72000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7000,7.66,0.1,N,4,0,Low Rate
55139,26,96000,MORTGAGE,6.0,PERSONAL,C,7500,13.92,0.08,N,4,0,Medium Rate
55140,25,50000,OWN,6.0,VENTURE,A,4000,7.49,0.08,N,2,0,Low Rate
55141,27,90000,OWN,11.0,VENTURE,A,18000,7.88,0.2,N,7,0,Low Rate
55142,27,100000,RENT,1.0,DEBTCONSOLIDATION,B,10000,11.36,0.1,N,10,0,Medium Rate
55143,27,97000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,8000,13.85,0.08,Y,7,0,Medium Rate
